Short Name,Default Species,Default Gender,Heart Color,Short Backstory,Teams,Alias,Full Name,Birth Place,Birth Day,Default LV,Default Height/Length (Cm),Default Weight/Mass (Kg),Aura Color,Hidden Type,Favorite Items
Lucas,Grovyle?,Male,Iridescent,"Lucas was born in the Future Of Darkness as a Treecko. He later found Vega, who was summoned into the Future Of Darkness with no memories, but still remained a human due to the world being paralyzed. Vega and Lucas took care of each other until they discovered Vega's Dimensional Scream, which allowed them to track down Time Gears. They both decided to form the Planetary Investigation Team, recruiting many Pokemon, including Claus, who wanted to undo the circumstances that caused the Paralysis, even at the cost of disappearing, while avoiding Primal [DIALGA] and Garland who wanted to stop them. Claus sent them to the past with a Passage Of Time, but were attacked by [DARKRAI]. He woke up in Eastern Forest, not finding Vega anywhere, but after seeing his very first sunrise, gets filled with resolve to find the Time Gears on his own, trusting that Vega is doing the same. In the last one of his many attempts to retrieve the last Time Gear in Crystal Cave, one of which resulted in a battle against Vega and Lyra (unaware that Vega was his human, and he now turned into a Riolu), he gets lured into a trap by Garland, and gets sent back to the Future Of Darkness. Garland also brings brings Vega and Lyra with him to get executed alongside Lucas. Lucas uses this to his advantage to team up with them, still unaware, and escape the execution. He gets caught by [SPIRITOMB], but gets saved by Vega and Lyra. After explaining to them the truth behind the Time Gears, Lucas takes Vega and Lyra to Claus, who reveals a Passage Of Time opened on a nearby cliff, but they get intercepted by Garland and Primal [DIALGA]. Lucas defiantly declares that he still has Vega completing his objective in the past, but Garland reveals Vega got turned into the Riolu next to him during their previous time travel. Lucas almost gives up completely, but Lyra, enraged by Garland, tells Claus at the last second to teleport them closer to the Passage, saving the three. Lucas, Lyra and Vega go on a last ditch effort to reclaim the Time Gears and find the Hidden Land. Once they do, Garland intercepts them before they can activate the Rainbow Stoneship, but Lucas sacrifices himself to save Vega and Lyra, trusting them with the Time Gears and plunging himself into the Future of Darkness with Garland. Lucas then tries to flee to his own future's broken Temporal Tower to confront Primal [DIALGA] and buy Vega and Lyra some time. Garland tricks Lucas into believing Garland was replaced by a new henchman, and that Garland is siding with him, but it was all to use the imprisoned Claus to lure him into a trap, that would replace his spirit with Garland's, so he could defeat Vega and Lyra with zero suspicion. Unfortunately, while teaming up with Lucas, he made a mistake: He asks Lucas why he's willing to sacrifice his life to change the past. Lucas explains that he believes it better to live a short life with glory and accomplishment than a long, empty life, noting that he would one day depart from life even if the past isn't changed and thus the length of his life should be less important than the deeds done in his life. He also adds that if he were to do something big (like stopping the planet's paralysis), even if he were to disappear, his actions would be remembered, and so he wouldn't truly disappear. This caused immense internal conflict in Garland, so much so that when Lucas does get caught in the trap, and out of nowhere he begs Garland to remember what his heart truly wants, he becomes distressed and saves Lucas at the last second, which enraged Primal [DIALGA]. They almost were all defeated, until at the very last second Vega and Lyra clicked the last Time Gear in place in the past, and time slowly resumed flowing. Primal [DIALGA], afraid of disappearing, went on a frenzy and fled to Vast Ice Mountain to go back to the past and defeat Vega and Lyra, but was ultimately defeated by Claus, Lucas, and Garland before he could. Lucas picked her up to watch the sunrise together while they disappeared, but they were all spared from being erased from history, presumably by [ARCEUS]. After finally having realized his dream, and knowing Vega is living happily with Lyra, his heart became Shiny. After spending a ridiculous time and effort rebuilding the world, [DIALGA] gave Claus one final gift for their heroic actions: Access to Vega and Lyra's separate timeline. Lucas and Claus became leader and partner, and both of their hearts became Iridescent Color when they married.",Planetary Investigation,TODO,Lucas Pine,Grass Continent,TODO,195,53 ~ 91 ~ 195 ~ 202,5 ~ 20 ~ 55 ~ 60,Gentle Mint Green,Ground,TODO
Ludwig,Heatmor ,Male,Standard,"A mercenary that often gets hired as a guard and gate keeper both in Empire Town and Battle Town. He seems mute, but becomes a very ferocious beast whenever anyone trespasses. He almost never smiles other than when praised for his work.",N/A,TODO,Ludovicus Freudenberger,TODO,TODO,90,138,59,Subdued Brown,Bug,TODO
Luth,Crawdaunt,TODO,Standard,TODO,Pukurin,TODO,Luther Blythe,Grass Continent,TODO,TODO,TODO,TODO,Stunning Orange,Ice,TODO
Lyra,Sylveon,Female,Iridescent,TODO,Chronos,TODO,Lyra Chronos,Grass Continent,1997-06-01,220,37 ~ 88,5 ~ 19,Smart Marine Blue,Fighting,TODO
Mach,Breloom,Male,Shiny,"A fast food worker in Shiny Village. His heart became Shiny, when people found out he secretly had a huge passion for Pokemon Battles. Rather than becoming the strongest however, he likes experimenting. Lately, he adopted a fighting style of only using Punch Moves. He has developed a MEAN uppercut, a MEAN hook, etc.",N/A,TODO,Macintosh Sandman,United States; Philadelphia,TODO,120,31 ~ 131,4 ~ 46,Mystic Purple,Ice,TODO
Magi,Ninetales (Delta),Female,Iridescent,TODO,N/A,TODO,Magia Polla Marone,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO
Magne,Magnemite,Unknown,Standard,"Charl was stuck with Magne in Thunderwave Cave before getting rescued by Eve and Adam. When Ganden unlocked Friend Areas; they ask [WIGGLYTUFF] to give the Power Plant Friend Area to Eve. Magnus joins Ganden. after seeing Magnus's huge success despite not evolving, Charl joins as well. Later, they join team M.P.D., a first-of-its-kind Justice Team.","M.P.D., Ganden",Power Of Authority,Magnus Rodewald,Air Continent,TODO,TODO,TODO,TODO,TODO,Psychic,TODO
Maki,Scolipede,Male,Iridescent,Sells.................. things.............. in Paradise.,N/A,TODO,Miyako Katsuo,Mist Continent,TODO,56,50 ~ 129 ~ 305,6 ~ 61 ~ 255,Stunning Orange,Fire,TODO
Mancy,Skuntank,TODO,Shiny,TODO,Skull,TODO,Mancy Keaton,Grass Continent,TODO,TODO,TODO,TODO,Gentle Mint Green,Ice,TODO
Mark,Rampardos,Male,Standard,"Runs the Box Buster shop in Post Town. He has an aggressive attitude which he uses to open boxes for the teams. He is proud of his work and comments on it after opening a box. He also sometimes appears in Café Connections. He seemed to have a crush on Isabelle, but didn't like to admit it. Cooper and Selene, with a LOT of difficulty, eventually managed to make Mark and Isabelle confess to each other.",Surprise,TODO,Markus Tomoo,Mist Continent,TODO,170,93 ~ 178,32 ~ 130,Uplifting Pink,Ice,TODO
Marth,Tranquill,Male,Standard,"The royal doctor of Empire Town. He is one of the first doctors to discover Experimental Vitamins. These dangerous supplements provide a much bigger boost in stats, but at the cost of 1 Max HP. To remedy this, he works extra hard to afford as many Life Seeds as possible.",N/A,TODO,Martin Ivanov,Dragon Continent,TODO,215,31 ~ 66 ~ 130,2 ~ 15 ~ 30,Energetic Yellow,Electric,TODO
Mary,Skiddo,Female,Shiny,"An orphan who got tired of being a beggar and decided to build her own farm north of Leafy Highlands. However, because she had to build it so far away from any town, she was often targeted by Outlaws. She also had trouble exporting goods from Water Continent to Mist Continent until Memento Beach was built. She makes spectacular cheese of all varieties.",N/A,TODO,Marianne Haberkorn,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO
Matilde,Typhlosion,Female,Iridescent,"She's the owner of the Volcano Restaurant in Solstice Village, which allows orphan Pokemon to enjoy a nice meal before or after going to study in the Solstice Academy. She likes spoiling the most lonely Pokemon, but also strong teams like Hiroko and Odinshi, or adult friends like Yonaka and Niko.",N/A,TODO,Mahtihildiz Quemar,"Germany, Nurburg",1990-11-28,130,42 ~ 88 ~ 184,8 ~ 18 ~ 96,Subdued Brown,Fighting,TODO
Max,Golisopod,Male,TODO,TODO,N/A,TODO,Maximillian Chevalier,Dragon Continent,TODO,56,44 ~ 235,11 ~ 115,Gentle Mint Green,Ice,TODO
Meg,Cresselia,Female,Standard,"Megara has been chasing and hunting Hades for what felt like decades, to stop him from causing the planet paralysis and plunging the world into a Future Of Darkness. She prevented Hades from finishing off Vega when he and Lucas traveled back in time. It wasn't until Vega and Lyra restored the Temporal Tower that Hades had to come out of hiding, disguise as Megara in nightmares, and personally hunt down Vega and Lyra, which allowed Megara to intercept [PALKIA]'s nightmare and reveal Hades's true identity. Hades challenged Vega, Lyra, Megara, and even [PALKIA] to come after him in the Dark Crater, a dungeon that Megara had plenty of trouble with. Megara, who reveals that Vega and Lyra's 'distortion' was too small for anyone (even [PALKIA]) to consider it a serious threat, that Hades was also behind Temporal Tower's sabotage, and that he was harassing the team out of fear that they might once again interfere with his plans, thinks it is a trap because normally Hades would run away when found. Vega and Lyra, however, were many orders of magnitude stronger than what Megara anticipated, so the three went anyway. Here Hades, instead of battling immediately, reveals everything: By stopping time or space, the world would stop and be covered in darkness, and all Pokémon would share an everlasting nightmare, in which Hades would rule. In addition to this, Hades also reveals that he had been responsible for Vega's very own transformation and memory loss: having discovered Vega and Lucas's imminent arrival from the future, Hades attacks the two while they were going through time, but Vega protected Lucas from the attack, which led him to becoming a Riolu. Because Hades assumed what he did to Vega was sufficient, he disregarded the idea that they might find out what was happening and interfere again, resulting in his initial plan failing. Hades lets the team decide if they want to join him ruling the world in darkness. Both Vega and Lyra started walking towards Hades, which made Megara worried sick that they might have fallen for the nightmare of their partner joining Hades. This turned into immediate relief when she saw Vega and Lyra launching Hades off with one strike. Megara, Vega, and Lyra battled Hades's Shadow Team and against all odds, finally wins. Hades makes one last ditch attempt to flee through a Dimensional Hole, but Vega and Lyra don't chase, since Hades was exactly where they wanted him. [PALKIA] arrives instantly and unleashes Spacial Rend on the Dimensional Hole, thus erasing Hades's memories, much like what happened to Vega. Certain that Hades has no memory of his evil ambitions, [PALKIA], foreseeing no other reason to return, heads back to Spatial Rift while Vega, Lyra, and Megara head back to Treasure Town to heal. Megara, after witnessing how Vega and Lyra handled Hades with speed, precision, and even mercy that surpassed deities, decided to join their team.",Chronos,TODO,Megara Hermagoras,Grass Continent,TODO,195,144,59,Fiery Red,Ice,TODO
Mer,Butterfree,Male,Iridescent,"Mer is an orphan, and Cole's best friend and adoptive brother. He gets lost in Sinister Woods when playing with him, before getting rescued by Eve and Adam. When Cole decides he wants to join Ganden, Mer wants to do the same. His heart became Shiny when Candy adopted him, and became Iridescent when he joined Ganden shortly after Cole.",Ganden,White Winged Friend,Merwine Hattawa,"Air Continent, Tiny Woods",TODO,TODO,TODO,TODO,Stunning Orange,Dragon,TODO
Midna,Weavile,Female,Shiny,"Midna had to survive through thievery ever since hatching. She eventually became so good at it that she decided to turn it into her job. After encountering and recruiting Eimi, who recently left the infamous Team Meanies, and Orion, someone who used to know Puck, she formed Team AWD. Due to Pauline and Eimi's rivalry, they often competed with Team Charm, especially in Limestone Cavern, when each team found out the other team was hunting the same treasure. But when they both found out the treasure was a Time Gear, even the infamous Midna refused, stating there are some things you just can't take. This ""honor among thieves"" sounded like an oxymoron, but thanks to that event she eventually earned enough respect to not only be allowed in Treasure Town, but also the Pukurin Guild thanks to Orion's connections. They often used this to research about Zero Isle... until they found out how ridiculously hard those dungeons are. One thing lead to another, and to push herself past her limits, she now often sends challenges to Team Chronos, Team Charm, and a few others, even including Team Excalibur. These challenges could range from clearing difficult dungeons like Aegis Cave, to personal 3V3 duels, even. This newfound pride turned her heart Shiny.",A.W.D.,Lady Midna,Midnight,Grass Continent,TODO,175,94 ~ 114,29 ~ 35,Deep Green,Grass,TODO
Mil,Zorua,Male,Iridescent,"Workaholic, emo, nerd, exhausted, oversized, absolute degenerate messy fluffball of a human turned Zor. Owns a small Nuricom office bedroom combo in Arcadiaz and often sleeps there, or sometimes rents small rooms in another continent. Spends most of his time assisting the Nexus and Solstice Academy with code and research, but sometimes craves just exploring with another Pokemon even though he's incredibly weak.",Nuricom,Business Zor,Miles Farber,Italy; Milan,1998-09-09,TODO,94 ~ 218,11 ~ 80,Smart Marine Blue,TODO,TODO
Mizu,Raichu (Delta),Female,Iridescent,"Feel the wave, dude! ...Oh heck it's too big, AAAAAAA!!!",N/A,TODO,Nezumi Naminori,Mist Continent,TODO,215,22 ~ 37 ~ 71 ~ 67,1 ~ 5 ~ 30 ~ 19,Uplifting Pink,Dragon,TODO
Monty,Meowstic,Male,Iridescent,TODO,N/A,TODO,Montgomery Sinclair,Dragon Continent,TODO,TODO,30 ~ 59,3 ~ 8,Brilliant Green,Fighting,TODO
Moscato,Salandit,Male,Standard,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO
Mugen,Mewtwo,Male,Standard,"One of the two Mewtwo's currently in existence, probably. Both Kagiri and Mugen seem to have come from the same lab. Mugen seems to be the exact opposite of Kagiri, extremely polite even after attacking someone, as if he graduated in Anger Management. He explores across every Continent and is trying to figure out why Humans that are summoned in the Pokémon world are several orders of magnitude less aggressive than the average Human.",N/A,TODO,Mugen Chikara,Air Continent,TODO,148,200 ~ 233 ~ 155,122 ~ 128 ~ 30,Refreshing Green,Ground,TODO
Nana,Mawile ,Female,Iridescent,Mawile is an archaeologist in the Expedition Society. She spends her time studying the history of the world. She is very observant; noticing the smallest details in every situation.,Highwind,TODO,Onna Sekkaigan,Water Continent,TODO,180,61 ~ 100,12 ~ 24,Subdued Brown,Dragon,TODO
Nao,Deerling,Female,Shiny,"Naomie is a student at the Serene Village School. She is quite popular among classmates; but speaks bluntly. Naomie is protective of Gory; and seems to be easily irritated by Simeon and Than's antics. She shows absolutely no regard to their admiration for her whatsoever. She seems to like Cooper and other humans a lot, just like Fukura.",Sunny,TODO,Naomie Bloom,Water Continent,TODO,210,57 ~ 179,13 ~ 79,Uplifting Pink,Ice,TODO
Natsu,Shaymin,Male,Iridescent,"Natsu was a Sky Peak Guide from Shaymin Village. He met Vega and Lyra in Shaymin Village when the path to it was restored from an earthquake's damage. He offered Team Frontier and Team Chronos to be their guide to Sky Peak, which led to the construction of several bases on some of the Station Clearings, a reunion with the Carnivine Pack and with Akira, and the rescue of [SNEASEL]. Natsu, Vega, and Lyra discovered the summit of Sky Peak was heavily polluted by a clan of Muk and Grimer, who thought this was their home due to how abandoned the place was. Natsu purified the place and allowed Team Chronos and Team Frontier to stay for a while, then used a Gracidea to turn into Sky Forme and brought them all back down to Shaymin Village with Fly. He spent the evening celebrating with the teams before they went home. Vega and Lyra later visited the Sky Peak Summit all on their own without help, and found a surprised Natsu there, which became even more surprised when they asked him to join Team Chronos. He's been nyooming with them ever since. It's not clear what caused his heart to turn Shiny, let alone Iridescent. He doesn't even seem to remember it. Loooooves flying.",Chronos,TODO,Natsumi Hizashi,Grass Continent,1999-08-18,250,16 ~ 39,2 ~ 4,Energetic Yellow,Electric,TODO
Nik,Noivern,Female,Iridescent,A huge nerd. Uses computers to make music instead of real instruments. So scandalous. Such a nerd. Pet her a lot.,N/A,TODO,Nikki Sunden,Japan; Osaka,TODO,53,46 ~ 143,7 ~ 81,Energetic Yellow,Fire,TODO
Niko,Zangoose,Male,Iridescent,"Niko was a human who rescued a completely Shadowfied Yonaka from an unknown, Shadow Type, bipedal figure. He had a Carubyncle and a Tezapphire, two artifacts created by a foxlike, unknown Pokemon made of Light, that allows a human and a Pokemon to save each other from death. He used his Carubyncle to bring back Yonaka when she was about to perish. He gave her the Tezapphire, then sacrificed himself to prevent the bipedal Shadow figure from reaching Yonaka. Many years later, he suddenly woke up in the Luminous Lake as a Zangoose. Just as he predicted, Yonaka used the Luminous Lake and the Tezapphire to bring Niko back, but at the cost of turning Niko into a Zangoose. Yonaka and Niko now live together as partners and formed Discovery Team Light, researching how to purify Shadow quickly, and the connection between Shadow Types, Void Shadows, and Dark Matter.",N/A,TODO,Nikola Tesla,Croatia; Smiljan,TODO,250,71 ~ 170,11 ~ 75,Fiery Red,Dragon,TODO
Nirv,Serperior,Female,Iridescent,TODO,Unity,TODO,Nirvana Moksha,France; Le Mans,1995-12-17,130,61 ~ 82 ~ 363,8 ~ 17 ~ 77,Gentle Mint Green,Fire,TODO
Nobu,Nuzleaf,Male,Shiny,Nobu was one of the two Seedots that was part of Team Shifty. Its members are two Nuzleaf and a Shiftry; who leads the team. Mr. Nuzleaf rescues the player character from the attack of three Beheeyem; and then takes the player home to Serene Village. He serves as the father figure; but is later revealed to have been deceiving the player from the beginning; ultimately leading them to unseal the spring at Revelation Mountain. However it is later shown that he was controlled the whole time by Dark Matter. His dialogue is written in a Southerner accent.,Shifty,TODO,Nobunaga Kage,Air Continent,TODO,TODO,TODO,TODO,Elegant Violet,Electric,TODO
Noelle,Tropius,Female,Standard,"The owner of the Solstice Orphanage. The Dragon Continent has more young, orphan Pokemon than usual, and there's only one Daycare to take care of abandoned eggs. Noelle decided to fix both problems. Nowadays, most children raised by her orphanage have become exceptional students at Solstice Village.",N/A,TODO,Noelene Adine,TODO,TODO,43,214,101,Smart Marine Blue,Bug,TODO
Oda,Beheeyem,TODO,Shiny,"One of the three Beheeyems that became Shadow Type under Dark Matter's influence. Alongside Nobu, they planned to unseal the Luminous Waters at Revelation Mountain. Oda was able to escape control after accidentally drinking the Luminous Water Nobu gathered. He then (while almost getting incinerated in the process) joins Selene and Cooper to find the Tree of Life, which he believed to be past Submerged Cave and under Prehistoric Ruins from what Nobu told him. It was a trap however, and he got forced to join Nobu's side again under threat of being sent down the depths of the Voidlands. When Cooper and Selene reappear under Primeval Forest, the actual location of the Tree Of Life, he tries joining Cooper and Selene's side again, but gets turned into stone by Nobu before he could. After Dark Matter was defeated, he helps Cooper restore Selene by staging a kidnapping of Libi. When Nobu returned to Serene Village for good, he bid farewell and ventured to the Open Pass on his own, spending his time recovering from everything that happened. He ended up becoming friends with Aaron and Betty.",N/A,TODO,Odalgar Haas,Water Continent,TODO,TODO,TODO,TODO,Gentle Mint Green,Ghost,TODO
Odil,Rattata,Female,Standard,A Silt Village resident that... seems to get caught on purpose thieving? Does she *enjoy* slavery? Unbelievable. She's like the exact opposite of Betelgeuse. Rodents...,N/A,TODO,Odilia Klein,Sand Continent,TODO,TODO,TODO,TODO,Mystic Purple,Normal,TODO
Odilo,Swalot,Male,Standard,They can link moves... oh god... somebody stop them...,Move Linkers,TODO,Odilo Arbeit,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO
Odinshi,Zorua,Male,Iridescent,gekker,Unity,TODO,Odinshi Asaki,TODO,1999-11-16,255,100 ~ 250,14 ~ 91,Mystic Purple,Water,TODO
Oka,Dragonite,Male,Iridescent,TODO,N/A,"The Fire Summoner, The Savior Of Hearts",Okaaz Fahdon,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO
Ori,Drapion,Male,Standard,"Dora and Orion were Puck's bullies back when he was an Igglybuff and they were all kids. They convinced Puck to give them some of his Gummis on many occasions, and ended up eating most of them. They later convinced Puck to go explore Murky Forest with them. When Aldwin revealed himself at the end of the dungeon, they fled, leaving Puck behind. Later they were part of the party that went to apprehend Aldwin. Seeing Puck's huge success as a Guildmaster, Orion joins Midna's Team AWD in an attempt to surpass him. Due to choosing different paths, Dora and Orion also became rivals. Orion has been working really hard lately, not only because of his admiration for Midna, but also because he discovered Banette can Megaevolve. He hopes Team A.W.D.'s success will let him witness Dora breaking her limits and showing him her Megaevolution.",A.W.D.,TODO,Orion,Grass Continent,TODO,TODO,TODO,TODO,Clear Aqua Blue,Psychic,TODO
Otto,Lapras ,Female,Standard,"One of the few Lapras in the world that is a direct descendant of heaven. These Laprases can take the strongest teams in the world to remote locations usually only reserved for divine Pokémon, or Pokémon that are direct descendants of them, such as the Hidden Land or the Mystery Continent. Unlike Pier, Otto is very new at this. She is often afraid of getting lost despite her amazing navigational skills. She started liking Team Unity and takes them wherever they want when they don't want to use their boat, although she hasn't yet tried to travel to remote, sacred areas such as the Mystery Continent.",N/A,TODO,Ottomar Plymouth Empyrean,Grass Continent,TODO,50,264,231,Stately Silver,Fairy,TODO
Paris,Nidoking,Male,Standard,"Paris is an independent Explorer who excels in tracking down hard to find Outlaws, that spend most of their time hiding. He was responsible for Aldwin's arrest. He recently is spending more time with his wife.",N/A,TODO,Paride Basilium,Grass Continent,TODO,73,51 ~ 92 ~ 158,9 ~ 28 ~ 94,Elegant Violet,Water,TODO
Pea,Cosmog,Female,Standard,TODO,N/A,TODO,Peahina Houkuu,TODO,TODO,149,395,117,Stunning Orange,Dark,TODO
Penny,Spinda,Female,Standard,"Young Penny was searching for the someone called the Mirage Pokémon; but after she collapses from exhaustion and gets saved by Eve and Adam; she decides to abandon her quest due to being too weak. Eve and Adam convince her to give them the Clear Wing, so they can resume the search while she rests. Penny resides in Square Town until [HO-OH] directly appears in front of her, alongside a VERY smug Eve and Adam. This shocks Penny and motivates her to go on a pilgrimage, meeting Waldon and Wandol, and building her own Spinda Cafe in Treasure Town.",Tavern,TODO,Penelope Lovelace,Air Continent,TODO,TODO,TODO,TODO,Gentle Mint Green,Steel,TODO
Phil,Pawniard,Male,Standard,"They scam [DUNSPARCE] with a deal of getting stronger to get Diane to be his friend. Once he realized this they started to attack him, but Dai and Tami appeared, and it becomes 3 on 2 until they call their goons and it becomes 6 on 3, then Diane, then Julian, then Tony... The ''reinforcements'' piled up until it became a very inefficient furball. The Pawniard Brothers lose and flee... they kept ''losing and fleeing'' ever since.",Pawniard Brothers,TODO,Philbert Brose,Mist Continent,TODO,96,52 ~ 174,10 ~ 71,Smart Marine Blue,Fire,TODO
Pia,Ampharos,Female,Shiny,TODO,N/A,TODO,Lampetia Winstanley,Sand Continent,TODO,53,55 ~ 71 ~ 138 ~ 140,7 ~ 13 ~ 60 ~ 60,Brilliant Green,Ground,TODO
Pier,Lapras,Male,Shiny,"One of the few Lapras in the world that is a direct descendant of heaven. These Laprases can take the strongest teams in the world to remote locations usually only reserved for divine Pokémon, or Pokémon that are direct descendants of them, such as the Hidden Land or the Mystery Continent. Pier was first seen by Puck many years ago, making him promise not to research the wall pattern in the Brine Relic Port. Many years later, Puck tells Pier he cannot hold the promise any longer. Once Lyra proves she was chosen by the Relic Fragment, Pier takes Vega, Lyra, and Lucas to the Hidden Land. Due to his critical role, he was tasked by [REDACTED] with taking care of the four Hero Rank teams. He often hangs around the Sharpedo Bluff when not transporting teams.",N/A,TODO,Pierre Simon Empyrean,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO
Pip,Celebi,Male,Standard,"Pippin appeared out of nowhere in front of a very exhausted and battered, but determined Eve at the end of the brutal Purity Forest. Eve immediately braced for a fight, but Pippin ended up joining her out of immediate admiration. Turns out he actually has been waiting a while for someone strong enough to get through Purity Forest, and he declared Eve was ""the purest of them all"", to her immense skepticism. Pippin became a prodigy almost overnight, traveling from continent to continent on behalf of Team Ganden and becoming infamous for his speed, some even accusing him of ""cheating with time warps"". He even secretly became a very close friend with Akira, even before the Expedition Society was fully established. When Akira found out documents about Dark Matter, Pippin felt he recognized this entity, which prompted him to research it fast. After Dark Matter started attacking the planet again, he partnered with [JIRACHI] and Akira to save Selene and Cooper from Nobu, and teleport them to the Road To Primeval Forest where the Tree Of Life is. There, he explained his findings, and helped Selene and Cooper get to the Tree Of Life with their Harmony Scarves. After Dark Matter's defeat, he has been spending more time catching up with Eve and Adam.","Highwind, Ganden",TODO,Pippin Daube,Air Continent,TODO,TODO,TODO,TODO,Uplifting Pink,Water,TODO
Plinio,Simisage,Male,Standard,"A triplet of Pan's who often visited Post Town in their youth. When they evolved, they moved to Serene Village. Plinus became the principal of Serene school, Plinio became a gardener, and Pliny became a guard. They tend to be very carefree, jolly, and optimistic.",N/A,TODO,Plinio Spitz,Mist Continent,TODO,TODO,TODO,TODO,Elegant Violet,Fairy,TODO
Plinus,Simipour,Male,Standard,"A triplet of Pan's who often visited Post Town in their youth. When they evolved, they moved to Serene Village. Plinus became the principal of Serene school, Plinio became a gardener, and Pliny became a guard. They tend to be very carefree, jolly, and optimistic.",N/A,TODO,Plinus Spitz,Mist Continent,TODO,TODO,TODO,TODO,Brilliant Green,Bug,TODO
Pliny,Simisear,Male,Standard,"A triplet of Pan's who often visited Post Town in their youth. When they evolved, they moved to Serene Village. Plinus became the principal of Serene school, Plinio became a gardener, and Pliny became a guard. They tend to be very carefree, jolly, and optimistic.",N/A,TODO,Pliny Spitz,Mist Continent,TODO,TODO,TODO,TODO,Energetic Yellow,Dragon,TODO
Puck,Wigglytuff,Male,Iridescent,"As an Igglybuff, he lived at home with his parents Ebony and Ivory and often played with his friends Jerome, Sayi, and Digeir, but one day went on an exploration with the bullies Dora and Orion to the Murky Forest. At the end of the forest; he met Aldwin; who usually would scare off any intruders. However; while Dora and Orion fled; Puck was not afraid of him. Eventually, Aldwin told him everything about exploration. Their first exploration was in Eastern Cave, where they found a Defend Globe. Igglybuff wanted to go on more explorations because he enjoyed it so much; and eventually convinced Aldwin to make him his apprentice. After exploring together for several months; the two decided to go to Fortune Ravine. While arriving at the ruins, Magnezone; two Magnemite; an explorer named Paris; Ebony, Ivory, Jerome, Sayi, Digeir, Dora, and Orion approached them. Paris told Puck that Aldwin was actually an outlaw; and that they had to take him away. Aldwin had to convince Puck to not rescue him, or he would become an outlaw as well. Aldwin left Puck his Defend Globe, which he held onto ever since, and used it as his inspiration to become a world class Explorer. He spent an immense time training, quickly evolving into Jigglypuff and then Wigglytuff, turning his heart Shiny in the process. Puck used to hang out with Team Charm as well, which inspired him not only to get a team of his own, but to help out other teams that want to get started. He eventually met his partner Conway and became a Guildmaster, which turned his heart Iridescent. With the help of Conway and many others, he built the Pukurin Guild, the most famous Guild in the world as of today.","Pukurin, Treasunters",The Grand Master Of All Things Bad,Puckou Pomeroy,Grass Continent,TODO,190,32 ~ 55 ~ 117,1 ~ 5 ~ 13,Brilliant Green,Flying,TODO
Quincy,Pelipper,Male,Shiny,"Various Pelipper work in the Square Town Pelipper Post Office. Quincy is the one personally in charge of Team Ganden, delivering mail to the rescue team each morning if their mailbox is not full. Quincy sends a letter to Eve and Adam wishing them good luck before their journey as a fugitive; and another one in celebration when they return. He also helps the team transcript Wonder Mails digitally ever since the world started shifting towards the Nexus and Connection Orbs.",N/A,TODO,Quinctilian Apostolov,Air Continent,TODO,TODO,TODO,TODO,Fiery Red,Fire,TODO
Rack,Kabutops,Male,Standard,"Puck's archrival. A semi-wild Kabutops who lives in Brine Cave with his Omastar lackeys, waiting for the perfect moment to strike whenever Puck explores again. He often fails, due to Conway always shielding Puck. And now there's also the entirety of Treasure Town and Team Chronos caring about Puck! Man, being an Outlaw sucks.",N/A,TODO,Rackianirus,Grass Continent,TODO,TODO,TODO,TODO,Brilliant Green,Fire,TODO
Rael,Umbreon,Female,Iridescent,A Human turned Eevee mechanic in the Eevellage's Rest. Likes Henry a lot. Drinks a lot. Swears a lot. They're also in charge of the Containment Daycare.,N/A,TODO,Rachel Teller,United States; San Francisco,1971-09-08,86,40 ~ 103,6 ~ 22,Refreshing Green,Steel,TODO
Rai,Flygon,Male,Standard,"An Explorer with a massive bag. He flies around, gathers an enormous amount of items from dungeons, and delivers them to the Kecleon Shops in Solstice Village and Empire Town. He really likes Kecleons. And other Dragon Types. And [LUGIA].",N/A,TODO,Furai Arenas,Dragon Continent,TODO,70,56 ~ 76 ~ 162,11 ~ 12 ~ 60,Energetic Yellow,Flying,TODO
Rain,Sneasel,Male,Standard,"Inspired by Team A.W.D., he joins the expedition to Shaymin Village and the climb to Sky Peak in order to get the ''treasure'' first, but is assaulted by a garden of Carnivine shortly before being rescued by Akira. He eventually realizes the thieving life might not be his forte...",N/A,TODO,Rainard,Grass Continent,TODO,TODO,TODO,TODO,TODO,TODO,TODO
Rand,Rhyperior,Male,Standard,Was saved by Digeir from a criminal ring that kidnapped civilians and turned them into gladiators. He joined Team Raider as one of Digair's two partners alongside Tun.,Raider,Royal Mountain Shield,Randvi Holmberg,Grass Continent,TODO,TODO,TODO,TODO,Brilliant Green,Dark,TODO
Rem,Jolteon,Female,Iridescent,Kosuke's sister. Where did she come from? Seems very chill.,N/A,TODO,Remi Toriumi,Mist Continent,TODO,170,32 ~ 83,6 ~ 23,Cool Sky Blue,Fire,TODO
