ID,EVOID,Pokemon,Class,Rarity,Starter,First Type,Second Type,Egg Group 1,Egg Group 2,First Ability,Second Ability,Hidden Ability,HP,AT,DF,SA,SD,SP,TT,Weight (kg),Weight (lbs),Height (cm),Height (ft in),Shape,♂/♀ Ratio,Growth,Base Connection,Spawn Modifier,Apricorn Chance,Experience,Days To Hatch
331,,Cacnea,Cactus Pokémon,Common,No,Grass,,Grass,Human-Like,Sand Veil,Sand Stream,Water Absorb,50,85,40,85,40,35,335,51,113,41,"1'04""",Humanoid,0.5,Slow,30,48,190,67,20
332,331,Cacturne,Scarecrow Pokémon,Common,No,Grass,Dark,Grass,Human-Like,Sand Veil,Sand Stream,Water Absorb,70,115,60,115,60,55,475,77,171,130,"4'03""",Humanoid,0.5,Slow,30,-26,60,166,20
333,,Swablu,Cotton Bird Pokémon,Common,No,Normal,Flying,Flying,Dragon,Natural Cure,Fluffy,Cloud Nine,45,40,60,40,75,50,310,1,3,41,"1'04""",Wings,0.5,Erratic,50,70,255,62,20
334,333,Altaria,Humming Pokémon,Common,No,Dragon,Flying,Flying,Dragon,Natural Cure,Fluffy,Cloud Nine,75,70,90,70,105,80,490,21,45,109,"3'07""",Wings,0.5,Erratic,40,-30,45,172,20
334M,334,Altaria (Mega Altaria),Humming Pokémon,Common,No,Dragon,Fairy,Flying,Dragon,Pixilate,Fluffy,Cloud Nine,75,110,110,110,105,80,590,21,45,150,"4'11""",Wings,0.5,Erratic,40,-30,45,172,20
335,,Zangoose,Cat Ferret Pokémon,Rare,No,Normal,,Field,,Immunity,Normalize,Toxic Boost,73,115,60,60,60,90,458,40,89,130,"4'03""",Upright,0.5,Erratic,70,10,90,160,20
336,,Seviper,Fang Snake Pokémon,Rare,No,Poison,,Field,Dragon,Shed Skin,Merciless,Infiltrator,73,100,60,100,60,65,458,52,116,269,"8'10""",Squiggle,0.5,Fluctuating,70,10,90,160,20
337,,Lunatone,Meteorite Pokémon,Common,No,Rock,Psychic,Mineral,,Levitate,Unburden,Magnet Pull,90,55,65,95,85,70,460,168,370,99,"3'03""",Ball,,Very Fast,50,-10,45,161,25
338,,Solrock,Meteorite Pokémon,Common,No,Rock,Psychic,Mineral,,Levitate,Unburden,Magnet Pull,90,95,85,55,65,70,460,154,340,119,"3'11""",Ball,,Very Fast,50,-10,45,161,25
339,,Barboach,Whiskers Pokémon,Common,No,Water,Ground,Water 2,,Oblivious,Anticipation,Hydration,50,48,43,46,41,60,288,2,4,41,"1'04""",Fish,0.5,Fast,50,48,190,58,20
340,339,Whiscash,Whiskers Pokémon,Common,No,Water,Ground,Water 2,,Oblivious,Anticipation,Hydration,110,78,73,76,71,60,468,24,52,89,"2'11""",Fish,0.5,Fast,40,-25,75,164,20
341,,Corphish,Ruffian Pokémon,Common,No,Water,,Water 1,Water 3,Hyper Cutter,Shell Armor,Adaptability,43,80,65,50,35,35,308,12,25,61,"2'00""",Armor,0.5,Fluctuating,50,52,205,62,15
342,341,Crawdaunt,Rogue Pokémon,Common,No,Water,Dark,Water 1,Water 3,Hyper Cutter,Shell Armor,Adaptability,63,120,85,90,55,55,468,33,72,109,"3'07""",Armor,0.5,Fluctuating,50,-1,155,164,15
343,,Baltoy,Clay Doll Pokémon,Common,No,Ground,Psychic,Mineral,,Levitate,Rock Head,Anticipation,40,40,55,40,70,55,300,22,47,51,"1'08""",Arms,,Fast,50,70,255,60,20
344,343,Claydol,Clay Doll Pokémon,Common,No,Ground,Psychic,Mineral,,Levitate,Rock Head,Anticipation,60,70,105,70,120,75,500,108,238,150,"4'11""",Arms,,Fast,50,-15,90,175,20
345,,Lileep,Sea Lily Pokémon,Common,No,Rock,Grass,Water 3,,Suction Cups,Aroma Veil,Storm Drain,66,41,77,61,87,23,355,24,53,99,"3'03""",Blob,0.875,Erratic,50,19,45,71,30
346,345,Cradily,Barnacle Pokémon,Common,No,Rock,Grass,Water 3,,Suction Cups,Aroma Veil,Storm Drain,86,81,97,81,107,43,495,60,133,150,"4'11""",Blob,0.875,Erratic,40,-30,45,173,30
347,,Anorith,Old Shrimp Pokémon,Common,No,Rock,Bug,Water 3,,Battle Armor,Soundproof,Swift Swim,45,95,50,40,50,75,355,13,28,71,"2'04""",Armor,0.875,Erratic,50,19,45,71,30
348,347,Armaldo,Plate Pokémon,Common,No,Rock,Bug,Water 3,,Battle Armor,Soundproof,Swift Swim,75,125,100,70,80,45,495,68,150,150,"4'11""",Upright,0.875,Erratic,40,-30,45,173,30
349,,Feebas,Fish Pokémon,Uncommon,No,Water,,Water 1,Dragon,Swift Swim,Oblivious,Adaptability,20,15,20,10,55,80,200,7,16,61,"2'00""",Fish,0.5,Erratic,50,70,255,40,20
350,349,Milotic,Tender Pokémon,Uncommon,No,Water,,Water 1,Dragon,Marvel Scale,Competitive,Cute Charm,95,60,79,100,125,81,540,162,357,620,"20'04""",Squiggle,0.5,Erratic,40,-26,60,189,20
351,,Castform,Weather Pokémon,Common,No,Normal,,Fairy,Amorphous,Forecast,Moody,White Smoke,70,70,70,70,70,70,420,1,2,30,"1'00""",Ball,0.5,Fast,70,-10,45,147,25
351F,351,Castform (Sunny Form),Weather Pokémon,Common,No,Fire,,Fairy,Amorphous,Forecast,Moody,White Smoke,70,70,70,70,70,70,420,1,2,30,"1'00""",Ball,0.5,Fast,70,-10,45,147,25
351I,351,Castform (Snowy Form),Weather Pokémon,Common,No,Ice,,Fairy,Amorphous,Forecast,Moody,White Smoke,70,70,70,70,70,70,420,1,2,30,"1'00""",Ball,0.5,Fast,70,-10,45,147,25
351W,351,Castform (Rainy Form),Weather Pokémon,Common,No,Water,,Fairy,Amorphous,Forecast,Moody,White Smoke,70,70,70,70,70,70,420,1,2,30,"1'00""",Ball,0.5,Fast,70,-10,45,147,25
352,,Kecleon,Color Swap Pokémon,Rare,No,Normal,,Field,,Color Change,Adaptability,Protean,60,90,70,60,120,40,440,22,49,99,"3'03""",Upright,0.5,Slow,70,45,200,154,20
353,,Shuppet,Puppet Pokémon,Uncommon,No,Ghost,,Amorphous,,Insomnia,Frisk,Cursed Body,44,75,35,63,33,45,295,2,5,61,"2'00""",Ball,0.5,Very Fast,30,63,225,59,25
354,353,Banette,Marionette Pokémon,Uncommon,No,Ghost,,Amorphous,,Insomnia,Frisk,Cursed Body,64,115,65,83,63,65,455,13,28,109,"3'07""",Upright,0.5,Very Fast,30,-30,45,159,25
354M,354,Banette (Mega Banette),Marionette Pokémon,Uncommon,No,Ghost,,Amorphous,,Prankster,Frisk,Cursed Body,64,165,75,93,83,75,555,13,29,119,"3'11""",Upright,0.5,Very Fast,30,-30,45,159,25
355,,Duskull,Requiem Pokémon,Common,No,Ghost,,Amorphous,,Levitate,Cursed Body,Frisk,20,40,90,30,90,25,295,15,33,79,"2'07""",Arms,0.5,Very Fast,30,48,190,59,25
356,355,Dusclops,Beckon Pokémon,Common,No,Ghost,,Amorphous,,Pressure,Cursed Body,Frisk,40,70,130,60,130,25,455,31,68,160,"5'03""",Humanoid,0.5,Very Fast,30,-15,90,159,25
357,,Tropius,Fruit Pokémon,Common,No,Grass,Flying,Monster,Grass,Chlorophyll,Solar Power,Harvest,99,68,83,72,87,51,460,100,221,201,"6'07""",Quadruped,0.5,Very Slow,70,45,200,161,25
358,433,Chimecho,Wind Chime Pokémon,Common,No,Psychic,,Amorphous,,Levitate,Gluttony,Run Away,75,50,80,95,90,65,455,1,2,61,"2'00""",Arms,0.5,Very Fast,60,-30,45,159,25
359,,Absol,Disaster Pokémon,Rare,No,Dark,,Field,,Pressure,Super Luck,Justified,65,130,60,75,60,75,465,47,104,119,"3'11""",Quadruped,0.5,Slow,30,-15,30,163,25
359M,359,Absol (Mega Absol),Disaster Pokémon,Rare,No,Dark,,Field,,Magic Bounce,Super Luck,Justified,65,150,60,115,60,115,565,49,108,119,"3'11""",Quadruped,0.5,Slow,30,-15,30,163,25
360,,Wynaut,Bright Pokémon,Uncommon,Special,Psychic,,Undiscovered,,Shadow Tag,Sturdy,Telepathy,95,23,48,23,48,23,260,14,31,61,"2'00""",Upright,0.5,Fast,50,35,125,52,20
361,,Snorunt,Snow Hat Pokémon,Common,No,Ice,,Fairy,Mineral,Inner Focus,Ice Body,Moody,50,50,50,50,50,50,300,17,37,71,"2'04""",Humanoid,0.5,Fast,50,48,190,60,20
362,361,Glalie,Face Pokémon,Common,No,Ice,,Fairy,Mineral,Inner Focus,Ice Body,Moody,80,80,80,80,80,80,480,257,566,150,"4'11""",Ball,0.5,Fast,40,-25,75,168,20
362M,362,Glalie (Mega Glalie),Face Pokémon,Common,No,Ice,,Fairy,Mineral,Refrigerate,Ice Body,Moody,80,120,80,120,80,100,580,350,772,211,"6'11""",Ball,0.5,Fast,40,-25,75,168,20
363,,Spheal,Clap Pokémon,Common,No,Ice,Water,Water 1,Field,Thick Fat,Ice Body,Oblivious,70,40,50,55,50,25,290,40,87,79,"2'07""",Fish,0.5,Slow,50,70,255,58,20
364,363,Sealeo,Ball Roll Pokémon,Common,No,Ice,Water,Water 1,Field,Thick Fat,Ice Body,Oblivious,90,60,70,75,70,45,410,88,193,109,"3'07""",Fish,0.5,Slow,50,12,120,144,20
365,364,Walrein,Ice Break Pokémon,Common,No,Ice,Water,Water 1,Field,Thick Fat,Ice Body,Oblivious,110,80,90,95,90,65,530,151,332,140,"4'07""",Quadruped,0.5,Slow,40,-57,45,265,20
366,,Clamperl,Bivalve Pokémon,Common,No,Water,,Water 1,,Shell Armor,Rock Head,Rattled,35,64,85,74,55,32,345,52,116,41,"1'04""",Ball,0.5,Erratic,70,70,255,69,20
367,366,Huntail,Deep Sea Pokémon,Common,No,Water,,Water 1,,Swift Swim,Damp,Water Veil,55,104,105,94,75,52,485,27,60,170,"5'07""",Squiggle,0.5,Erratic,60,-26,60,170,20
368,366,Gorebyss,South Sea Pokémon,Common,No,Water,,Water 1,,Swift Swim,Damp,Hydration,55,84,105,114,75,52,485,23,50,180,"5'11""",Squiggle,0.5,Erratic,60,-26,60,170,20
369,,Relicanth,Longevity Pokémon,Common,No,Water,Rock,Water 1,Water 2,Swift Swim,Rock Head,Sturdy,100,90,130,45,65,55,485,23,52,99,"3'03""",Fish,0.5,Very Slow,50,-15,25,170,40
370,,Luvdisc,Rendezvous Pokémon,Common,No,Water,,Water 2,,Swift Swim,Dazzling,Hydration,43,30,55,40,65,97,330,9,19,61,"2'00""",Fish,0.25,Very Fast,70,54,225,116,20
371,,Bagon,Rock Head Pokémon,Rare,No,Dragon,,Dragon,,Rock Head,No Guard,Sheer Force,45,75,60,40,30,50,300,42,93,61,"2'00""",Humanoid,0.5,Very Slow,30,19,45,60,40
372,371,Shelgon,Endurance Pokémon,Rare,No,Dragon,,Dragon,,Rock Head,No Guard,Overcoat,65,95,100,60,50,50,420,110,244,109,"3'07""",Quadruped,0.5,Very Slow,30,-11,45,147,40
373,372,Salamence,Dragon Pokémon,Rare,No,Dragon,Flying,Dragon,,Intimidate,No Guard,Moxie,95,135,80,110,80,100,600,103,226,150,"4'11""",Quadruped,0.5,Very Slow,20,-57,45,300,40
373M,373,Salamence (Mega Salamence),Dragon Pokémon,Rare,No,Dragon,Flying,Dragon,,Aerilate,No Guard,Moxie,95,145,130,120,90,120,700,113,248,180,"5'11""",Quadruped,0.5,Very Slow,20,-57,45,300,40
374,,Beldum,Iron Ball Pokémon,Common,No,Steel,Psychic,Mineral,,Clear Body,Heatproof,Light Metal,40,55,80,35,60,30,300,95,210,61,"2'00""",Blob,,Very Slow,30,10,3,60,40
375,374,Metang,Iron Claw Pokémon,Common,No,Steel,Psychic,Mineral,,Clear Body,Heatproof,Light Metal,60,75,100,55,80,50,420,202,446,119,"3'11""",Arms,,Very Slow,30,-25,3,147,40
376,375,Metagross,Iron Leg Pokémon,Common,No,Steel,Psychic,Mineral,,Clear Body,Heatproof,Light Metal,80,135,130,95,90,70,600,550,1213,160,"5'03""",Heads,,Very Slow,20,-70,3,300,40
376M,376,Metagross (Mega Metagross),Iron Leg Pokémon,Common,No,Steel,Psychic,Mineral,,Tough Claws,Heatproof,Light Metal,80,145,150,105,110,110,700,943,2079,249,"8'02""",Heads,,Very Slow,20,-70,3,300,40
377,,Regirock,Rock Peak Pokémon,Legendary,No,Rock,,Undiscovered,,Clear Body,Justified,Sturdy,80,100,200,50,100,50,580,230,507,170,"5'07""",Humanoid,,Very Slow,30,-25,3,290,45
378,,Regice,Iceberg Pokémon,Legendary,No,Ice,,Undiscovered,,Clear Body,Justified,Ice Body,80,50,100,100,200,50,580,175,386,180,"5'11""",Humanoid,,Very Slow,30,-25,3,290,45
379,,Registeel,Iron Pokémon,Legendary,No,Steel,,Undiscovered,,Clear Body,Justified,Light Metal,80,75,150,75,150,50,580,205,452,191,"6'03""",Humanoid,,Very Slow,30,-25,3,290,45
380,,Latias,Eon Pokémon,Legendary,No,Dragon,Psychic,Undiscovered,,Levitate,Aerilate,Long Reach,80,80,90,110,130,110,600,40,88,140,"4'07""",Wings,0,Very Slow,80,-25,3,300,50
380M,380,Latias (Mega Latias),Eon Pokémon,Legendary,No,Dragon,Psychic,Undiscovered,,Long Reach,Aerilate,Levitate,80,100,120,140,150,110,700,52,115,180,"5'11""",Wings,,Very Slow,80,-25,3,300,50
381,,Latios,Eon Pokémon,Legendary,No,Dragon,Psychic,Undiscovered,,Levitate,Aerilate,Long Reach,80,90,80,130,110,110,600,60,132,201,"6'07""",Wings,1,Very Slow,80,-25,3,300,50
381M,381,Latios (Mega Latios),Eon Pokémon,Legendary,No,Dragon,Psychic,Undiscovered,,Long Reach,Aerilate,Levitate,80,130,100,160,120,110,700,70,154,231,"7'07""",Wings,,Very Slow,80,-25,3,300,50
382,,Kyogre,Sea Basin Pokémon,Legendary,No,Water,,Undiscovered,,Drizzle,Immunity,Swift Swim,100,100,90,150,140,90,670,352,776,450,"14'09""",Fish,,Very Slow,0,-25,3,335,50
382P,383,Kyogre (Primal Reversion),Sea Basin Pokémon,Legendary,No,Water,,Undiscovered,,Primordial Sea,Immunity,Swift Swim,100,150,90,180,160,90,770,430,948,980,"32'02""",Upright,,Very Slow,0,-25,3,335,50
383,,Groudon,Continent Pokémon,Legendary,No,Ground,,Undiscovered,,Drought,Immunity,Chlorophyll,100,150,140,100,90,90,670,950,2094,351,"11'06""",Upright,,Very Slow,0,-25,3,335,50
383P,382,Groudon (Primal Reversion),Continent Pokémon,Legendary,No,Ground,Fire,Undiscovered,,Desolate Land,Immunity,Chlorophyll,100,180,160,150,90,90,770,1000,2204,500,"16'05""",Fish,,Very Slow,0,-25,3,335,50
384,,Rayquaza,Sky High Pokémon,Legendary,No,Dragon,Flying,Undiscovered,,Air Lock,Aerilate,Reckless,105,150,90,150,90,95,680,206,455,701,"23'00""",Squiggle,,Very Slow,10,-10,45,340,50
384M,384,Rayquaza (Mega Rayquaza),Sky High Pokémon,Legendary,No,Dragon,Flying,Undiscovered,,Delta Stream,Aerilate,Reckless,105,180,100,180,100,115,780,392,864,1080,"35'05""",Squiggle,,Very Slow,10,-10,45,340,50
385,,Jirachi,Wish Pokémon,Mythical,No,Steel,Psychic,Undiscovered,,Serene Grace,Wonder Skin,Steelworker,100,100,100,100,100,100,600,1,2,30,"1'00""",Humanoid,,Very Slow,90,-25,3,300,50
386,,Deoxys (Normal Forme),DNA Pokémon,Mythical,No,Psychic,,Undiscovered,,Pressure,Moody,Beast Boost,50,150,50,150,50,150,600,61,134,170,"5'07""",Humanoid,,Very Slow,0,-25,3,270,50
386A,386,Deoxys (Attack Forme),DNA Pokémon,Mythical,No,Psychic,,Undiscovered,,Pressure,Moody,Beast Boost,50,180,20,180,20,150,600,61,134,170,"5'07""",Humanoid,,Very Slow,0,-25,3,270,50
386D,386,Deoxys (Defense Forme),DNA Pokémon,Mythical,No,Psychic,,Undiscovered,,Pressure,Moody,Beast Boost,50,70,160,70,160,90,600,61,134,170,"5'07""",Humanoid,,Very Slow,0,-25,3,270,50
386S,386,Deoxys (Speed Forme),DNA Pokémon,Mythical,No,Psychic,,Undiscovered,,Pressure,Moody,Beast Boost,50,95,90,95,90,180,600,61,134,170,"5'07""",Humanoid,,Very Slow,0,-25,3,270,50
387,,Turtwig,Tiny Leaf Pokémon,Uncommon,Classic,Grass,,Monster,Grass,Overgrow,Effect Spore,Shell Armor,55,68,64,45,55,31,318,10,23,41,"1'04""",Quadruped,0.875,Slow,70,19,45,64,20
388,387,Grotle,Grove Pokémon,Uncommon,No,Grass,,Monster,Grass,Overgrow,Effect Spore,Shell Armor,75,89,85,55,65,36,405,97,214,109,"3'07""",Quadruped,0.875,Slow,70,-11,45,142,20
389,388,Torterra,Continent Pokémon,Uncommon,No,Grass,Ground,Monster,Grass,Overgrow,Effect Spore,Shell Armor,95,109,105,75,85,56,525,310,683,221,"7'03""",Quadruped,0.875,Slow,60,-57,45,236,20
390,,Chimchar,Chimp Pokémon,Uncommon,Classic,Fire,,Field,Human-Like,Blaze,Flame Body,Iron Fist,44,58,44,58,44,61,309,6,14,51,"1'08""",Upright,0.875,Slow,70,19,45,62,20
391,390,Monferno,Playful Pokémon,Uncommon,No,Fire,Fighting,Field,Human-Like,Blaze,Flame Body,Iron Fist,64,78,52,78,52,81,405,22,49,89,"2'11""",Upright,0.875,Slow,70,-11,45,142,20
392,391,Infernape,Flame Pokémon,Uncommon,No,Fire,Fighting,Field,Human-Like,Blaze,Flame Body,Iron Fist,76,104,71,104,71,108,534,55,121,119,"3'11""",Upright,0.875,Slow,60,-57,45,240,20
393,,Piplup,Penguin Pokémon,Uncommon,Classic,Water,,Water 1,Field,Torrent,Gooey,Defiant,53,51,53,61,56,40,314,5,12,41,"1'04""",Humanoid,0.875,Slow,70,19,45,63,20
394,393,Prinplup,Penguin Pokémon,Uncommon,No,Water,,Water 1,Field,Torrent,Gooey,Defiant,64,66,68,81,76,50,405,23,51,79,"2'07""",Upright,0.875,Slow,70,-11,45,142,20
395,394,Empoleon,Emperor Pokémon,Uncommon,No,Water,Steel,Water 1,Field,Torrent,Gooey,Defiant,84,86,88,111,101,60,530,85,186,170,"5'07""",Upright,0.875,Slow,60,-57,45,239,20
396,,Starly,Starling Pokémon,Common,No,Normal,Flying,Flying,,Keen Eye,Intimidate,Reckless,40,55,30,30,30,60,245,2,4,30,"1'00""",Wings,0.5,Slow,70,70,255,49,15
397,396,Staravia,Starling Pokémon,Common,No,Normal,Flying,Flying,,Intimidate,Keen Eye,Reckless,55,75,50,40,40,80,340,16,34,61,"2'00""",Wings,0.5,Slow,70,12,120,119,15
398,397,Staraptor,Predator Pokémon,Common,No,Normal,Flying,Flying,,Intimidate,Keen Eye,Reckless,85,120,70,50,60,100,485,25,55,119,"3'11""",Wings,0.5,Slow,60,-57,45,218,15
399,,Bidoof,Plump Mouse Pokémon,Common,No,Normal,,Water 1,Field,Simple,Unaware,Moody,59,45,40,35,40,31,250,20,44,51,"1'08""",Quadruped,0.5,Fast,70,70,255,50,15
400,399,Bibarel,Beaver Pokémon,Common,No,Normal,Water,Water 1,Field,Simple,Unaware,Moody,79,85,60,55,60,71,410,31,69,99,"3'03""",Upright,0.5,Fast,70,-11,127,144,15
401,,Kricketot,Cricket Pokémon,Common,No,Bug,,Bug,,Shed Skin,Swarm,Run Away,37,25,41,25,41,25,194,2,5,30,"1'00""",Humanoid,0.5,Slow,70,70,255,40,15
402,401,Kricketune,Cricket Pokémon,Common,No,Bug,,Bug,,Swarm,Shed Skin,Technician,77,85,51,55,51,65,384,25,56,99,"3'03""",Bug,0.5,Slow,60,-30,45,134,15
403,,Shinx,Flash Pokémon,Rare,Special,Electric,,Field,,Rivalry,Intimidate,Guts,45,65,34,40,34,45,263,9,21,51,"1'08""",Quadruped,0.5,Slow,50,65,235,53,20
404,403,Luxio,Spark Pokémon,Rare,No,Electric,,Field,,Rivalry,Intimidate,Guts,60,85,49,60,49,60,363,30,67,89,"2'11""",Quadruped,0.5,Slow,90,12,120,127,20
405,404,Luxray,Gleam Eyes Pokémon,Rare,No,Electric,,Field,,Rivalry,Intimidate,Guts,80,120,79,95,79,70,523,42,93,140,"4'07""",Quadruped,0.5,Slow,40,-57,45,262,20
406,,Budew,Bud Pokémon,Common,No,Grass,Poison,Undiscovered,,Natural Cure,Poison Point,Leaf Guard,40,30,35,50,70,55,280,1,3,20,"0'08""",Humanoid,0.5,Slow,50,70,255,56,20
407,315,Roserade,Bouquet Pokémon,Common,No,Grass,Poison,Fairy,Grass,Natural Cure,Poison Point,Leaf Guard,60,70,65,125,105,90,515,15,32,89,"2'11""",Humanoid,0.5,Slow,40,-51,75,258,20
408,,Cranidos,Head Butt Pokémon,Common,No,Rock,,Monster,,Mold Breaker,Tough Claws,Sturdy,67,125,40,30,30,58,350,31,69,89,"2'11""",Upright,0.875,Erratic,70,19,45,70,30
409,408,Rampardos,Head Butt Pokémon,Common,No,Rock,,Monster,,Mold Breaker,Tough Claws,Sturdy,97,165,60,65,50,58,495,103,226,160,"5'03""",Upright,0.875,Erratic,60,-30,45,173,30
410,,Shieldon,Shield Pokémon,Common,No,Rock,Steel,Monster,,Sturdy,Battle Armor,Soundproof,30,42,118,42,88,30,350,57,126,51,"1'08""",Quadruped,0.875,Erratic,70,19,45,70,30
411,410,Bastiodon,Shield Pokémon,Common,No,Rock,Steel,Monster,,Sturdy,Battle Armor,Soundproof,60,52,168,47,138,30,495,150,330,130,"4'03""",Quadruped,0.875,Erratic,60,-30,45,173,30
412P,,Burmy (Plant Cloak),Bagworm Pokémon,Common,No,Bug,,Bug,,Shed Skin,Leaf Guard,Overcoat,40,29,45,29,45,36,224,3,8,20,"0'08""",Blob,0.5,Fast,70,35,120,45,15
412S,,Burmy (Sandy Cloak),Bagworm Pokémon,Common,No,Bug,,Bug,,Shed Skin,Leaf Guard,Overcoat,40,29,45,29,45,36,224,3,8,20,"0'08""",Blob,0.5,Fast,70,35,120,45,15
412T,,Burmy (Trash Cloak),Bagworm Pokémon,Common,No,Bug,,Bug,,Shed Skin,Leaf Guard,Overcoat,40,29,45,29,45,36,224,3,8,20,"0'08""",Blob,0.5,Fast,70,35,120,45,15
413P,412P,Wormadam (Plant Cloak),Bagworm Pokémon,Common,No,Bug,Grass,Bug,,Anticipation,Leaf Guard,Overcoat,60,59,85,79,105,36,424,6,14,51,"1'08""",Blob,0,Fast,60,-30,45,148,15
413S,412S,Wormadam (Sandy Cloak),Bagworm Pokémon,Common,No,Bug,Ground,Bug,,Anticipation,Leaf Guard,Overcoat,60,79,105,59,85,36,424,6,14,51,"1'08""",Blob,0,Fast,60,-30,45,148,15
413T,412T,Wormadam (Trash Cloak),Bagworm Pokémon,Common,No,Bug,Steel,Bug,,Anticipation,Leaf Guard,Overcoat,60,69,95,69,95,36,424,6,14,51,"1'08""",Blob,0,Fast,60,-30,45,148,15
414,412,Mothim,Moth Pokémon,Common,No,Bug,Flying,Bug,,Swarm,Honey Gather,Tinted Lens,70,94,50,94,50,66,424,23,51,89,"2'11""",Bug,1,Fast,60,-30,45,148,15
415,,Combee,Tiny Bee Pokémon,Common,No,Bug,Flying,Bug,,Swarm,Honey Gather,Hustle,30,30,42,30,42,70,244,5,12,30,"1'00""",Heads,0.875,Slow,50,35,120,49,15
416,415,Vespiquen,Beehive Pokémon,Common,No,Bug,Flying,Bug,,Pressure,Honey Gather,Unnerve,70,80,102,80,102,40,474,39,85,119,"3'11""",Bug,0,Slow,40,-30,45,166,15
417,,Pachirisu,EleSquirrel Pokémon,Uncommon,Pika,Electric,,Field,Fairy,Run Away,Pickup,Volt Absorb,60,45,70,45,90,95,405,4,9,41,"1'04""",Quadruped,0.5,Fast,90,45,200,142,10
418,,Buizel,Sea Weasel Pokémon,Uncommon,Special,Water,,Water 1,Field,Swift Swim,Hydration,Water Veil,55,65,35,60,30,85,330,29,65,71,"2'04""",Quadruped,0.5,Fast,70,48,190,66,20
419,418,Floatzel,Sea Weasel Pokémon,Uncommon,No,Water,,Water 1,Field,Swift Swim,Hydration,Water Veil,85,105,55,85,50,115,495,34,74,109,"3'07""",Quadruped,0.5,Fast,60,-25,75,173,20
420,,Cherubi,Cherry Pokémon,Common,No,Grass,,Fairy,Grass,Chlorophyll,Flower Gift,Receiver,45,35,45,62,53,35,275,3,7,41,"1'04""",Heads,0.5,Fast,50,48,190,55,20
421,420,Cherrim,Blossom Pokémon,Common,No,Grass,,Fairy,Grass,Flower Gift,Chlorophyll,Receiver,70,60,70,87,78,85,450,9,21,51,"1'08""",Legs,0.5,Fast,40,-25,75,158,20
421S,421,Cherrim (Sunshine Form),Blossom Pokémon,Common,No,Grass,,Fairy,Grass,Flower Gift,Chlorophyll,Receiver,70,60,70,87,78,85,450,9,21,51,"1'08""",Legs,0.5,Fast,40,-25,75,158,20
422E,,Shellos (East Sea),Sea Slug Pokémon,Common,No,Water,,Water 1,Amorphous,Sticky Hold,Storm Drain,Sand Force,76,48,48,57,62,34,325,6,14,30,"1'00""",Squiggle,0.5,Fast,50,48,190,65,20
422W,,Shellos (West Sea),Sea Slug Pokémon,Common,No,Water,,Water 1,Amorphous,Sticky Hold,Storm Drain,Sand Force,76,48,48,57,62,34,325,6,14,30,"1'00""",Squiggle,0.5,Fast,50,48,190,65,20
423E,422E,Gastrodon (East Sea),Sea Slug Pokémon,Common,No,Water,Ground,Water 1,Amorphous,Sticky Hold,Storm Drain,Sand Force,111,83,68,92,82,39,475,30,66,89,"2'11""",Squiggle,0.5,Fast,40,-25,75,166,20
423W,422W,Gastrodon (West Sea),Sea Slug Pokémon,Common,No,Water,Ground,Water 1,Amorphous,Sticky Hold,Storm Drain,Sand Force,111,83,68,92,82,39,475,30,66,89,"2'11""",Squiggle,0.5,Fast,40,-25,75,166,20
424,190,Ambipom,Long Tail Pokémon,Common,No,Normal,,Field,,Technician,Pickup,Skill Link,75,100,66,60,66,115,482,20,45,119,"3'11""",Upright,0.5,Very Fast,90,-30,45,169,20
425,,Drifloon,Balloon Pokémon,Common,No,Ghost,Flying,Amorphous,,Aftermath,Unburden,Flare Boost,90,50,34,60,44,70,348,1,3,41,"1'04""",Arms,0.5,Fluctuating,50,35,125,70,30
426,425,Drifblim,Blimp Pokémon,Common,No,Ghost,Flying,Amorphous,,Aftermath,Unburden,Flare Boost,150,80,44,90,54,80,498,15,33,119,"3'11""",Arms,0.5,Fluctuating,40,-26,60,174,30
427,,Buneary,Rabbit Pokémon,Uncommon,Special,Normal,,Field,Human-Like,Run Away,Klutz,Limber,55,66,44,44,56,85,350,5,12,41,"1'04""",Upright,0.5,Fast,10,48,190,70,20
428,427,Lopunny,Rabbit Pokémon,Uncommon,No,Normal,,Field,Human-Like,Cute Charm,Klutz,Limber,65,76,84,54,96,105,480,33,73,119,"3'11""",Upright,0.5,Fast,100,-26,60,168,20
428M,428,Lopunny (Mega Lopunny),Rabbit Pokémon,Uncommon,No,Normal,Fighting,Field,Human-Like,Scrappy,Klutz,Limber,65,136,94,54,96,135,580,28,62,130,"4'03""",Upright,0.5,Fast,100,-26,60,168,20
429,200,Mismagius,Magical Pokémon,Common,No,Ghost,,Amorphous,,Levitate,Shadow Tag,No Guard,60,60,60,105,105,105,495,4,10,89,"2'11""",Ball,0.5,Very Fast,30,-30,45,173,25
430,198,Honchkrow,Big Boss Pokémon,Common,No,Dark,Flying,Flying,,Insomnia,Super Luck,Moxie,100,125,52,105,52,71,505,27,60,89,"2'11""",Wings,0.5,Slow,30,-33,30,177,20
431,,Glameow,Catty Pokémon,Common,No,Normal,,Field,,Limber,Own Tempo,Keen Eye,49,55,42,42,37,85,310,4,9,51,"1'08""",Quadruped,0.25,Very Fast,70,48,190,62,20
