DexId,Name,Types,Weaknesses,Resistances,Immunities,Locations,Species,EggGroups
540,Sewaddle,"bug,grass","bug,fire,fire,flying,flying,ice,poison,rock","electric,fighting,grass,grass,ground,ground,water",none,"pinwheel-forest-inside (black, white),unova-route-12-area (black-2, white-2),unova-route-20-area (black-2, white-2)",sewaddle,bug
543,Venipede,"bug,poison","fire,flying,psychic,rock","bug,fairy,fighting,fighting,grass,grass,poison",none,"pinwheel-forest-inside (black, white),lostlorn-forest-area (black, white, black-2, white-2),unova-route-20-area (black-2, white-2)",venipede,bug
547,Whimsicott,"grass,fairy","fire,flying,ice,poison,poison,steel","dark,electric,fighting,grass,ground,water",dragon,"pinwheel-forest-inside (black, black-2),abundant-shrine-area (black, black-2),lostlorn-forest-area (black, black-2),castelia-city-area (black-2),unova-victory-road-2-unknown-area-72 (black-2)",whimsicott,"fairy,plant"
541,Swadloon,"bug,grass","bug,fire,fire,flying,flying,ice,poison,rock","electric,fighting,grass,grass,ground,ground,water",none,"pinwheel-forest-inside (black, white, black-2, white-2),unova-route-6-area (black, white, black-2, white-2),lostlorn-forest-area (black, white, black-2, white-2)",swadloon,bug
538,Throh,fighting,"fairy,flying,psychic","bug,dark,rock",none,"pinwheel-forest-outside (black, white, black-2, white-2),unova-route-10-area (black, white),unova-route-10-victory-road-gate (black, white),unova-route-15-area (black, white, black-2, white-2),unova-route-18-area (black, white, black-2, white-2),unova-victory-road-2-unknown-area-76 (black-2, white-2),unova-route-23-area (black-2, white-2),kalos-route-11-area (y)",throh,humanshape
549,Lilligant,grass,"bug,fire,flying,ice,poison","electric,grass,ground,water",none,"pinwheel-forest-inside (white, white-2),abundant-shrine-area (white, white-2),lostlorn-forest-area (white, white-2),castelia-city-area (white-2),unova-victory-road-2-unknown-area-72 (white-2)",lilligant,plant
548,Petilil,grass,"bug,fire,flying,ice,poison","electric,grass,ground,water",none,"pinwheel-forest-inside (white, white-2),abundant-shrine-area (white, white-2),lostlorn-forest-area (white, white-2),castelia-city-area (white-2),unova-victory-road-2-unknown-area-72 (white-2)",petilil,plant
545,Scolipede,"bug,poison","fire,flying,psychic,rock","bug,fairy,fighting,fighting,grass,grass,poison",none,"pinwheel-forest-inside (black-2, white-2)",scolipede,bug
544,Whirlipede,"bug,poison","fire,flying,psychic,rock","bug,fairy,fighting,fighting,grass,grass,poison",none,"pinwheel-forest-inside (black, white, black-2, white-2),lostlorn-forest-area (black-2, white-2)",whirlipede,bug
546,Cottonee,"grass,fairy","fire,flying,ice,poison,poison,steel","dark,electric,fighting,grass,ground,water",dragon,"pinwheel-forest-inside (black, black-2),abundant-shrine-area (black, black-2),lostlorn-forest-area (black, black-2),castelia-city-area (black-2),unova-victory-road-2-unknown-area-72 (black-2)",cottonee,"fairy,plant"
556,Maractus,grass,"bug,fire,flying,ice,poison","electric,grass,ground,water",none,"desert-resort-entrance (black, white, black-2, white-2),desert-resort-area (black, white, black-2, white-2)",maractus,plant
551,Sandile,"ground,dark","bug,fairy,fighting,grass,ice,water","dark,ghost,poison,rock","electric,psychic","desert-resort-entrance (black, white, black-2, white-2),desert-resort-area (black, white, black-2, white-2),relic-castle-a (black, white, black-2, white-2),relic-castle-c (black-2, white-2),unova-route-4-area (black, white, black-2, white-2),kalos-route-9-area (x, y)",sandile,ground
552,Krokorok,"ground,dark","bug,fairy,fighting,grass,ice,water","dark,ghost,poison,rock","electric,psychic","relic-castle-b (black, white),relic-castle-c (black, white, black-2, white-2)",krokorok,ground
542,Leavanny,"bug,grass","bug,fire,fire,flying,flying,ice,poison,rock","electric,fighting,grass,grass,ground,ground,water",none,"unova-route-6-area (black, white, black-2, white-2),unova-route-12-area (black-2, white-2),lostlorn-forest-area (black, white, black-2, white-2)",leavanny,bug
550,Basculin-Red-Striped,water,"electric,grass","fire,ice,steel,water",none,"striaton-city-area (black, white, black-2, white-2),pinwheel-forest-inside (black, white, black-2, white-2),dragonspiral-tower-outside (black, white, black-2, white-2),unova-victory-road-unknown-area-53 (black, white),unova-victory-road-unknown-area-58 (black, white),giant-chasm-area (black, white, black-2, white-2),giant-chasm-forest-cave (black, white),village-bridge-area (black, white, black-2, white-2),unova-route-1-area (black, white, black-2, white-2),unova-route-3-area (black, white, black-2, white-2),wellspring-cave-area (black, white, black-2, white-2),unova-route-6-area (black, white, black-2, white-2),challengers-cave-b2f (black, white),unova-route-11-area (black, white, black-2, white-2),unova-route-13-area (black-2, white-2),unova-route-14-area (black, white, black-2, white-2),abundant-shrine-area (black, white, black-2, white-2),lostlorn-forest-area (black, white, black-2, white-2),undella-town-area (black-2, white-2),aspertia-city-area (black-2, white-2),humilau-city-area (black-2, white-2),unova-victory-road-2-unknown-area-71 (black-2, white-2),unova-victory-road-2-unknown-area-73 (black-2, white-2),unova-victory-road-2-unknown-area-75 (black-2, white-2),unova-victory-road-2-unknown-area-78 (black-2, white-2),unova-victory-road-2-unknown-area-79 (black-2, white-2),floccesy-ranch-outer (black-2, white-2),floccesy-ranch-inner (black-2, white-2),relic-passage-relic-castle-entrance (black-2, white-2),clay-tunnel-area (black-2, white-2),nature-sanctuary-area (black-2, white-2),unova-route-19-area (black-2, white-2),unova-route-20-area (black-2, white-2),unova-route-22-area (black-2, white-2),unova-route-23-area (black-2, white-2),couriway-town-area (x, y),laverre-city-area (x, y),kalos-route-15-area (x, y),kalos-route-16-area (x, y),kalos-route-21-area (x, y),frost-cavern-unknown-area-313 (x, y),frost-cavern-unknown-area-315 (x, y),pokemon-village-area (x, y),kalos-victory-road-unknown-area-322 (x, y),kalos-victory-road-unknown-area-327 (x, y),kalos-victory-road-unknown-area-328 (x, y)",basculin,water2
553,Krookodile,"ground,dark","bug,fairy,fighting,grass,ice,water","dark,ghost,poison,rock","electric,psychic",,krookodile,ground
554,Darumaka,fire,"ground,rock,water","bug,fairy,fire,grass,ice,steel",none,"desert-resort-entrance (black, white, black-2, white-2),desert-resort-area (black, white, black-2, white-2),unova-route-4-area (black, white, black-2, white-2)",darumaka,ground
555,Darmanitan-Standard,fire,"ground,rock,water","bug,fairy,fire,grass,ice,steel",none,,darmanitan,ground
557,Dwebble,"bug,rock","fire,grass,rock,steel,water","fire,grass,normal,poison",none,"desert-resort-entrance (black, white, black-2, white-2),desert-resort-area (black, white, black-2, white-2),unova-route-18-area (black, white),ambrette-town-area (x, y),cyllage-city-area (x, y),kalos-route-8-area (x, y),kalos-route-12-area (x, y),glittering-cave-unknown-area-304 (x, y),azure-bay-area (x, y)",dwebble,"bug,mineral"
558,Crustle,"bug,rock","fire,grass,rock,steel,water","fire,grass,normal,poison",none,"unova-route-18-area (black, white, black-2, white-2)",crustle,"bug,mineral"
559,Scraggy,"dark,fighting","fairy,fairy,fighting,flying","dark,dark,ghost,rock",psychic,"desert-resort-entrance (black, white, black-2, white-2),p2-laboratory-area (black, white),unova-route-1-area (black, white),unova-route-4-area (black, white, black-2, white-2),unova-route-18-area (black, white)",scraggy,"ground,dragon"
563,Cofagrigus,ghost,"dark,ghost","bug,poison","fighting,normal","relic-castle-b (black, white),relic-castle-c (black, white)",cofagrigus,"mineral,indeterminate"
560,Scrafty,"dark,fighting","fairy,fairy,fighting,flying","dark,dark,ghost,rock",psychic,"p2-laboratory-area (black-2, white-2),unova-route-1-area (black-2, white-2),unova-route-15-area (black-2, white-2),unova-route-18-area (black-2, white-2)",scrafty,"ground,dragon"
565,Carracosta,"water,rock","electric,fighting,grass,grass,ground,water","fire,fire,flying,ice,normal,poison,water",none,,carracosta,"water1,water3"
567,Archeops,"rock,flying","electric,grass,ice,rock,steel,water","bug,fire,flying,grass,normal,poison",ground,,archeops,"flying,water3"
561,Sigilyph,"psychic,flying","dark,electric,ghost,ice,rock","fighting,fighting,grass,psychic",ground,"desert-resort-area (black, white, black-2, white-2),kalos-route-10-area (x, y)",sigilyph,flying
562,Yamask,ghost,"dark,ghost","bug,poison","fighting,normal","relic-castle-a (black, white, black-2, white-2),relic-castle-c (black-2, white-2)",yamask,"mineral,indeterminate"
566,Archen,"rock,flying","electric,grass,ice,rock,steel,water","bug,fire,flying,grass,normal,poison",ground,,archen,"flying,water3"
564,Tirtouga,"water,rock","electric,fighting,grass,grass,ground,water","fire,fire,flying,ice,normal,poison,water",none,,tirtouga,"water1,water3"
568,Trubbish,poison,"ground,psychic","bug,fairy,fighting,grass,poison",none,"unova-route-4-area (black-2),unova-route-5-area (black, white, black-2, white-2),unova-route-16-area (black, white, black-2, white-2)",trubbish,mineral
569,Garbodor,poison,"ground,psychic","bug,fairy,fighting,grass,poison",none,"unova-route-9-area (black, white, black-2, white-2)",garbodor,mineral
571,Zoroark,dark,"bug,fairy,fighting","dark,ghost",psychic,"kalos-route-20-area (x, y),pokemon-village-area (x, y)",zoroark,ground
570,Zorua,dark,"bug,fairy,fighting","dark,ghost",psychic,"driftveil-city-area (black-2, white-2),castelia-city-game-freak-hq-1f (black, white)",zorua,ground
573,Cinccino,normal,fighting,none,ghost,"cold-storage-area (black, white),unova-route-5-area (black, white, black-2, white-2),unova-route-9-area (black, white, black-2, white-2),unova-route-16-area (black, white, black-2, white-2)",cinccino,ground
572,Minccino,normal,fighting,none,ghost,"cold-storage-area (black, white),unova-route-4-area (white-2),unova-route-5-area (black, white, black-2, white-2),unova-route-9-area (black, white, black-2, white-2),unova-route-16-area (black, white, black-2, white-2)",minccino,ground
574,Gothita,psychic,"bug,dark,ghost","fighting,psychic",none,"unova-route-5-area (black, black-2),unova-route-16-area (black, black-2),strange-house-1f (black-2),strange-house-b1f (black-2)",gothita,humanshape
578,Duosion,psychic,"bug,dark,ghost","fighting,psychic",none,"unova-route-9-area (white, white-2),strange-house-1f (white-2),strange-house-b1f (white-2)",duosion,indeterminate
579,Reuniclus,psychic,"bug,dark,ghost","fighting,psychic",none,"unova-route-9-area (white, white-2)",reuniclus,indeterminate
580,Ducklett,"water,flying","electric,electric,ice,rock","bug,fighting,fire,ice,steel,water",ground,"driftveil-drawbridge-area (black, white, black-2, white-2),kalos-route-7-area (x, y)",ducklett,"water1,flying"
577,Solosis,psychic,"bug,dark,ghost","fighting,psychic",none,"unova-route-5-area (white, white-2),unova-route-16-area (white, white-2),strange-house-1f (white-2),strange-house-b1f (white-2),reflection-cave-unknown-area-305 (x, y),reflection-cave-unknown-area-306 (x, y),reflection-cave-unknown-area-307 (x, y),reflection-cave-unknown-area-308 (x, y)",solosis,indeterminate
581,Swanna,"water,flying","electric,electric,ice,rock","bug,fighting,fire,ice,steel,water",ground,"marvelous-bridge-area (black, white, black-2, white-2)",swanna,"water1,flying"
575,Gothorita,psychic,"bug,dark,ghost","fighting,psychic",none,"unova-route-9-area (black, black-2),strange-house-1f (black-2),strange-house-b1f (black-2),kalos-route-20-area (x, y),pokemon-village-area (x, y)",gothorita,humanshape
576,Gothitelle,psychic,"bug,dark,ghost","fighting,psychic",none,"unova-route-9-area (black, black-2)",gothitelle,humanshape
585,Deerling,"normal,grass","bug,fighting,fire,flying,ice,poison","electric,grass,ground,water",ghost,"dragonspiral-tower-entrance (black, white),dragonspiral-tower-outside (black, white),unova-route-6-area (black, white, black-2, white-2),unova-route-7-area (black, white, black-2, white-2),unova-route-6-weather-institute (black-2, white-2)",deerling,ground
582,Vanillite,ice,"fighting,fire,rock,steel",ice,none,"cold-storage-area (black, white),dragonspiral-tower-entrance (black, white),dragonspiral-tower-outside (black, white),unova-route-6-area (black, white)",vanillite,mineral
583,Vanillish,ice,"fighting,fire,rock,steel",ice,none,"dragonspiral-tower-entrance (black, white, black-2, white-2),dragonspiral-tower-outside (black, white, black-2, white-2),giant-chasm-outside (black-2, white-2),giant-chasm-area (black-2, white-2)",vanillish,mineral
584,Vanilluxe,ice,"fighting,fire,rock,steel",ice,none,"dragonspiral-tower-entrance (black-2, white-2),dragonspiral-tower-outside (black-2, white-2),giant-chasm-outside (black-2, white-2)",vanilluxe,mineral
586,Sawsbuck,"normal,grass","bug,fighting,fire,flying,ice,poison","electric,grass,ground,water",ghost,"dragonspiral-tower-entrance (black, white, black-2, white-2),dragonspiral-tower-outside (black, white, black-2, white-2)",sawsbuck,ground
589,Escavalier,"bug,steel","fire,fire,ground","bug,dragon,fairy,grass,grass,ground,ice,normal,psychic,steel",poison,,escavalier,bug
587,Emolga,"electric,flying","ice,rock","bug,fighting,flying,grass,steel",ground,"dragonspiral-tower-entrance (black, white, black-2, white-2),dragonspiral-tower-outside (black, white, black-2, white-2),giant-chasm-outside (black, white),village-bridge-area (black, white, black-2, white-2),unova-route-5-area (black, white, black-2, white-2),unova-route-6-area (black, white, black-2, white-2),unova-route-7-area (black, white, black-2, white-2),unova-route-9-area (black, white, black-2, white-2),unova-route-10-area (black, white),unova-route-10-victory-road-gate (black, white),unova-route-11-area (black, white, black-2, white-2),unova-route-12-area (black, white, black-2, white-2),unova-route-13-area (black, white, black-2, white-2),unova-route-14-area (black, white, black-2, white-2),abundant-shrine-area (black, white, black-2, white-2),unova-route-15-area (black, white, black-2, white-2),unova-route-16-area (black, white, black-2, white-2),lostlorn-forest-area (black, white, black-2, white-2),unova-route-22-area (black-2, white-2),unova-route-23-area (black-2, white-2),kalos-route-10-area (x, y)",emolga,ground
591,Amoonguss,"grass,poison","fire,flying,ice,psychic","electric,fairy,fighting,grass,grass,water",none,"unova-route-10-area (black, white),unova-route-10-victory-road-gate (black, white),unova-route-11-area (black, white, black-2, white-2),unova-route-22-area (black-2, white-2),unova-route-23-area (black-2, white-2),kalos-route-20-area (x, y),pokemon-village-area (x, y)",amoonguss,plant
593,Jellicent,"water,ghost","dark,electric,ghost,grass","bug,fire,ice,poison,steel,water","fighting,normal","driftveil-city-area (black, white),p2-laboratory-area (black, white, black-2, white-2),undella-bay-area (black-2, white-2),unova-route-4-area (black, white, black-2, white-2),unova-route-13-area (black-2, white-2),unova-route-18-area (black, white, black-2, white-2),undella-town-area (black-2, white-2),unova-route-17-area (black, white, black-2, white-2),virbank-city-area (black-2, white-2),humilau-city-area (black-2, white-2),virbank-complex-outer (black-2, white-2),seaside-cave-1f (black-2, white-2),unova-route-21-area (black-2, white-2)",jellicent,indeterminate
592,Frillish,"water,ghost","dark,electric,ghost,grass","bug,fire,ice,poison,steel,water","fighting,normal","driftveil-city-area (black, white),p2-laboratory-area (black, white, black-2, white-2),undella-bay-area (black-2, white-2),unova-route-4-area (black, white, black-2, white-2),unova-route-13-area (black-2, white-2),unova-route-18-area (black, white, black-2, white-2),undella-town-area (black-2, white-2),unova-route-17-area (black, white, black-2, white-2),virbank-city-area (black-2, white-2),humilau-city-area (black-2, white-2),virbank-complex-outer (black-2, white-2),seaside-cave-1f (black-2, white-2),unova-route-21-area (black-2, white-2)",frillish,indeterminate
595,Joltik,"bug,electric","fire,ground,rock","electric,fighting,grass,ground,steel",none,"chargestone-cave-1f (black, white, black-2, white-2),chargestone-cave-b1f (black, white, black-2, white-2),chargestone-cave-b2f (black, white, black-2, white-2)",joltik,bug
588,Karrablast,bug,"fire,flying,rock","fighting,grass,ground",none,"icirrus-city-area (black-2, white-2),unova-route-6-area (black, white, black-2, white-2),unova-route-8-area (black-2, white-2),moor-of-icirrus-area (black-2, white-2),unova-route-11-area (black, white, black-2, white-2),kalos-route-14-area (x, y),kalos-route-19-area (x, y)",karrablast,bug
596,Galvantula,"bug,electric","fire,ground,rock","electric,fighting,grass,ground,steel",none,,galvantula,bug
598,Ferrothorn,"grass,steel","fighting,fire,fire,ground","dragon,electric,fairy,grass,grass,ground,normal,psychic,rock,steel,water",poison,,ferrothorn,"plant,mineral"
597,Ferroseed,"grass,steel","fighting,fire,fire,ground","dragon,electric,fairy,grass,grass,ground,normal,psychic,rock,steel,water",poison,"chargestone-cave-1f (black, white, black-2, white-2),chargestone-cave-b1f (black, white, black-2, white-2),chargestone-cave-b2f (black, white, black-2, white-2)",ferroseed,"plant,mineral"
590,Foongus,"grass,poison","fire,flying,ice,psychic","electric,fairy,fighting,grass,grass,water",none,"unova-route-6-area (black, white, black-2, white-2),unova-route-7-area (black, white, black-2, white-2),unova-route-10-area (black, white),unova-route-10-victory-road-gate (black, white),kalos-route-15-area (x, y),kalos-route-16-area (x, y)",foongus,plant
603,Eelektrik,electric,ground,"electric,flying,steel",none,"seaside-cave-b1f (black-2, white-2)",eelektrik,indeterminate
601,Klinklang,steel,"fighting,fire,ground","bug,dragon,fairy,flying,grass,ice,normal,psychic,rock,steel",poison,"p2-laboratory-area (black-2, white-2)",klinklang,mineral
602,Tynamo,electric,ground,"electric,flying,steel",none,"chargestone-cave-1f (black, white, black-2, white-2),chargestone-cave-b1f (black, white, black-2, white-2),chargestone-cave-b2f (black, white, black-2, white-2),seaside-cave-1f (black-2, white-2)",tynamo,indeterminate
600,Klang,steel,"fighting,fire,ground","bug,dragon,fairy,flying,grass,ice,normal,psychic,rock,steel",poison,"p2-laboratory-area (black-2, white-2)",klang,mineral
605,Elgyem,psychic,"bug,dark,ghost","fighting,psychic",none,"celestial-tower-3f (black, white, black-2, white-2),celestial-tower-4f (black, white, black-2, white-2),celestial-tower-5f (black, white, black-2, white-2)",elgyem,humanshape
599,Klink,steel,"fighting,fire,ground","bug,dragon,fairy,flying,grass,ice,normal,psychic,rock,steel",poison,"chargestone-cave-1f (black, white, black-2, white-2),chargestone-cave-b1f (black, white, black-2, white-2),chargestone-cave-b2f (black, white, black-2, white-2),p2-laboratory-area (black, white)",klink,mineral
604,Eelektross,electric,ground,"electric,flying,steel",none,,eelektross,indeterminate
594,Alomomola,water,"electric,grass","fire,ice,steel,water",none,"driftveil-city-area (black, white),p2-laboratory-area (black, white, black-2, white-2),unova-route-4-area (black, white, black-2, white-2),unova-route-18-area (black, white, black-2, white-2),unova-route-17-area (black, white, black-2, white-2),virbank-city-area (black-2, white-2),virbank-complex-outer (black-2, white-2),unova-route-21-area (black-2, white-2),shalour-city-area (x, y),azure-bay-area (x, y)",alomomola,"water1,water2"
609,Chandelure,"ghost,fire","dark,ghost,ground,rock,water","bug,bug,fairy,fire,grass,ice,poison,steel","fighting,normal",,chandelure,indeterminate
606,Beheeyem,psychic,"bug,dark,ghost","fighting,psychic",none,"unova-route-14-area (black, white)",beheeyem,humanshape
607,Litwick,"ghost,fire","dark,ghost,ground,rock,water","bug,bug,fairy,fire,grass,ice,poison,steel","fighting,normal","celestial-tower-2f (black, white, black-2, white-2),celestial-tower-3f (black, white, black-2, white-2),celestial-tower-4f (black, white, black-2, white-2),celestial-tower-5f (black, white, black-2, white-2),strange-house-1f (black-2, white-2),strange-house-b1f (black-2, white-2),lost-hotel-area (x, y)",litwick,indeterminate
612,Haxorus,dragon,"dragon,fairy,ice","electric,fire,grass,water",none,,haxorus,"monster,dragon"
610,Axew,dragon,"dragon,fairy,ice","electric,fire,grass,water",none,"mistralton-cave-area (black, white, black-2, white-2),guidance-chamber-area (black, white, black-2, white-2),connecting-cave-area (x, y)",axew,"monster,dragon"
608,Lampent,"ghost,fire","dark,ghost,ground,rock,water","bug,bug,fairy,fire,grass,ice,poison,steel","fighting,normal",,lampent,indeterminate
614,Beartic,ice,"fighting,fire,rock,steel",ice,none,"twist-mountain-area (black-2, white-2),dragonspiral-tower-entrance (black, white, black-2, white-2),dragonspiral-tower-outside (black, white, black-2, white-2),frost-cavern-unknown-area-314 (x, y),frost-cavern-unknown-area-315 (x, y),frost-cavern-unknown-area-316 (x, y),frost-cavern-unknown-area-317 (x, y)",beartic,ground
613,Cubchoo,ice,"fighting,fire,rock,steel",ice,none,"twist-mountain-area (black, white),dragonspiral-tower-entrance (black, white),dragonspiral-tower-outside (black, white),unova-route-7-area (black, white, black-2, white-2)",cubchoo,ground
615,Cryogonal,ice,"fighting,fire,rock,steel",ice,none,"twist-mountain-area (black, white, black-2, white-2),frost-cavern-unknown-area-314 (x, y),frost-cavern-unknown-area-315 (x),frost-cavern-unknown-area-316 (x, y),frost-cavern-unknown-area-317 (x, y)",cryogonal,mineral
616,Shelmet,bug,"fire,flying,rock","fighting,grass,ground",none,"icirrus-city-area (black, white, black-2, white-2),unova-route-6-area (black-2, white-2),unova-route-8-area (black, white, black-2, white-2),moor-of-icirrus-area (black, white, black-2, white-2),unova-route-11-area (black-2, white-2),kalos-route-14-area (x, y),kalos-route-19-area (x, y)",shelmet,bug
617,Accelgor,bug,"fire,flying,rock","fighting,grass,ground",none,,accelgor,bug
621,Druddigon,dragon,"dragon,fairy,ice","electric,fire,grass,water",none,"dragonspiral-tower-entrance (black, white, black-2, white-2),dragonspiral-tower-outside (black, white, black-2, white-2),dragonspiral-tower-1f (black, white, black-2, white-2),unova-victory-road-2-unknown-area-77 (black-2, white-2),unova-victory-road-2-unknown-area-80 (black-2, white-2),kalos-victory-road-unknown-area-322 (x, y),kalos-victory-road-unknown-area-324 (x, y),kalos-victory-road-unknown-area-326 (x, y),kalos-victory-road-unknown-area-328 (x, y)",druddigon,"monster,dragon"
611,Fraxure,dragon,"dragon,fairy,ice","electric,fire,grass,water",none,"unova-victory-road-outside (black, white),nature-sanctuary-area (black-2, white-2)",fraxure,"monster,dragon"
620,Mienshao,fighting,"fairy,flying,psychic","bug,dark,rock",none,"dragonspiral-tower-entrance (black-2, white-2),dragonspiral-tower-outside (black-2, white-2),dragonspiral-tower-1f (black-2, white-2),unova-route-14-area (black, white),unova-route-23-area (black-2, white-2)",mienshao,"ground,humanshape"
626,Bouffalant,normal,fighting,none,ghost,"unova-route-10-area (black, white),unova-route-10-victory-road-gate (black, white),unova-route-23-area (black-2, white-2)",bouffalant,ground
618,Stunfisk,"ground,electric","grass,ground,ice,water","flying,poison,rock,steel",electric,"icirrus-city-area (black, white, black-2, white-2),unova-route-8-area (black, white, black-2, white-2),moor-of-icirrus-area (black, white, black-2, white-2),kalos-route-14-area (x, y),kalos-route-19-area (x, y)",stunfisk,"water1,indeterminate"
622,Golett,"ground,ghost","dark,ghost,grass,ice,water","bug,poison,poison,rock","electric,fighting,normal","dragonspiral-tower-1f (black, white),dragonspiral-tower-2f (black, white),kalos-route-10-area (x, y)",golett,mineral
627,Rufflet,"normal,flying","electric,ice,rock","bug,grass","ghost,ground","unova-victory-road-outside (white),village-bridge-area (white),unova-route-10-area (white),unova-route-10-victory-road-gate (white),unova-route-11-area (white),unova-route-23-area (white-2)",rufflet,flying
628,Braviary,"normal,flying","electric,ice,rock","bug,grass","ghost,ground","village-bridge-area (white),unova-route-11-area (white)",braviary,flying
625,Bisharp,"dark,steel","fairy,fighting,fighting,fire,ground","dark,dragon,fairy,flying,ghost,grass,ice,normal,rock,steel","poison,psychic","unova-route-11-area (black, white)",bisharp,humanshape
623,Golurk,"ground,ghost","dark,ghost,grass,ice,water","bug,poison,poison,rock","electric,fighting,normal","dragonspiral-tower-1f (black-2, white-2),dragonspiral-tower-2f (black-2, white-2),unova-victory-road-2-unknown-area-71 (black-2, white-2),unova-victory-road-2-unknown-area-78 (black-2, white-2)",golurk,mineral
631,Heatmor,fire,"ground,rock,water","bug,fairy,fire,grass,ice,steel",none,"twist-mountain-area (black-2, white-2),unova-victory-road-outside (black, white),kalos-route-18-area (x, y)",heatmor,ground
629,Vullaby,"dark,flying","electric,fairy,ice,rock","dark,ghost,grass","ground,psychic","unova-victory-road-outside (black),village-bridge-area (black),unova-route-10-area (black),unova-route-10-victory-road-gate (black),unova-route-11-area (black),unova-route-23-area (black-2)",vullaby,flying
632,Durant,"bug,steel","fire,fire,ground","bug,dragon,fairy,grass,grass,ground,ice,normal,psychic,steel",poison,"twist-mountain-area (black-2, white-2),unova-victory-road-unknown-area-53 (black, white),unova-victory-road-unknown-area-54 (black, white),unova-victory-road-unknown-area-55 (black, white),unova-victory-road-unknown-area-56 (black, white),unova-victory-road-unknown-area-57 (black, white),unova-victory-road-unknown-area-58 (black, white),unova-victory-road-unknown-area-59 (black, white),unova-victory-road-unknown-area-60 (black, white),unova-victory-road-unknown-area-61 (black, white),unova-victory-road-unknown-area-62 (black, white),unova-victory-road-unknown-area-63 (black, white),unova-victory-road-unknown-area-64 (black, white),unova-victory-road-unknown-area-65 (black, white),unova-victory-road-unknown-area-66 (black, white),trial-chamber-area (black, white),clay-tunnel-area (black-2, white-2),underground-ruins-area (black-2, white-2),rocky-mountain-room-area (black-2, white-2),glacier-room-area (black-2, white-2),iron-room-area (black-2, white-2),kalos-route-18-area (x, y),terminus-cave-unknown-area-343 (x, y),terminus-cave-unknown-area-344 (x, y),terminus-cave-unknown-area-345 (x, y),terminus-cave-unknown-area-347 (x, y),terminus-cave-unknown-area-348 (x, y)",durant,bug
633,Deino,"dark,dragon","bug,dragon,fairy,fairy,fighting,ice","dark,electric,fire,ghost,grass,water",psychic,"unova-victory-road-unknown-area-53 (black, white),unova-victory-road-unknown-area-58 (black, white)",deino,dragon
624,Pawniard,"dark,steel","fairy,fighting,fighting,fire,ground","dark,dragon,fairy,flying,ghost,grass,ice,normal,rock,steel","poison,psychic","unova-route-9-area (black, white, black-2, white-2),unova-route-11-area (black, white),kalos-route-15-area (x, y),lost-hotel-area (x, y)",pawniard,humanshape
630,Mandibuzz,"dark,flying","electric,fairy,ice,rock","dark,ghost,grass","ground,psychic","village-bridge-area (black),unova-route-11-area (black)",mandibuzz,flying
634,Zweilous,"dark,dragon","bug,dragon,fairy,fairy,fighting,ice","dark,electric,fire,ghost,grass,water",psychic,"unova-victory-road-2-unknown-area-77 (black-2, white-2),unova-victory-road-2-unknown-area-80 (black-2, white-2),kalos-victory-road-unknown-area-322 (x, y),kalos-victory-road-unknown-area-324 (x, y),kalos-victory-road-unknown-area-326 (x, y),kalos-victory-road-unknown-area-328 (x, y)",zweilous,dragon
639,Terrakion,"rock,fighting","fairy,fighting,grass,ground,psychic,steel,water","bug,dark,fire,normal,poison,rock",none,,terrakion,no-eggs
636,Larvesta,"bug,fire","flying,rock,rock,water","bug,fairy,fighting,grass,grass,ice,steel",none,"unova-route-18-area (black, white)",larvesta,bug
640,Virizion,"grass,fighting","fairy,fire,flying,flying,ice,poison,psychic","dark,electric,grass,ground,rock,water",none,,virizion,no-eggs
642,Thundurus-Incarnate,"electric,flying","ice,rock","bug,fighting,flying,grass,steel",ground,,thundurus,no-eggs
619,Mienfoo,fighting,"fairy,flying,psychic","bug,dark,rock",none,"dragonspiral-tower-entrance (black, white, black-2, white-2),dragonspiral-tower-outside (black, white),dragonspiral-tower-1f (black, white),unova-victory-road-outside (black, white),unova-victory-road-unknown-area-53 (black, white),unova-victory-road-unknown-area-54 (black, white),unova-victory-road-unknown-area-55 (black, white),unova-victory-road-unknown-area-56 (black, white),unova-victory-road-unknown-area-57 (black, white),unova-victory-road-unknown-area-58 (black, white),unova-victory-road-unknown-area-59 (black, white),unova-victory-road-unknown-area-60 (black, white),unova-victory-road-unknown-area-61 (black, white),unova-victory-road-unknown-area-62 (black, white),unova-victory-road-unknown-area-63 (black, white),unova-victory-road-unknown-area-64 (black, white),unova-victory-road-unknown-area-65 (black, white),unova-victory-road-unknown-area-66 (black, white),trial-chamber-area (black, white),unova-route-14-area (black, white, black-2, white-2),unova-route-22-area (black-2, white-2),unova-route-23-area (black-2, white-2),kalos-route-8-area (x, y)",mienfoo,"ground,humanshape"
637,Volcarona,"bug,fire","flying,rock,rock,water","bug,fairy,fighting,grass,grass,ice,steel",none,,volcarona,bug
641,Tornadus-Incarnate,flying,"electric,ice,rock","bug,fighting,grass",ground,,tornadus,no-eggs
635,Hydreigon,"dark,dragon","bug,dragon,fairy,fairy,fighting,ice","dark,electric,fire,ghost,grass,water",psychic,,hydreigon,dragon
638,Cobalion,"steel,fighting","fighting,fire,ground","bug,bug,dark,dragon,grass,ice,normal,rock,rock,steel",poison,,cobalion,no-eggs
644,Zekrom,"dragon,electric","dragon,fairy,ground,ice","electric,electric,fire,flying,grass,steel,water",none,,zekrom,no-eggs
