id,identifier,name,flavor_text,generation_id,type_id,power,pp,accuracy,priority,target_id,damage_class_id,effect_id,effect_chance,contest_type_id,contest_effect_id,super_contest_effect_id
609,nuzzle,Nuzzle,The user attacks by nuzzling its electrified cheeks against the target. This also leaves the target with paralysis.,6,13,20,20,100,0,10,2,372,100,,,
610,hold-back,Hold Back,The user holds back when it attacks and the target is left with at least 1 HP.,6,1,40,40,100,0,10,2,102,,,,
611,infestation,Infestation,The target is infested and attacked for four to five turns. The target can’t flee during this time.,6,7,20,20,100,0,10,3,43,100,,,
612,power-up-punch,Power-Up Punch,Striking opponents over and over makes the user’s fists harder. Hitting a target raises the Attack stat.,6,2,40,20,100,0,10,2,375,100,,,
613,oblivion-wing,Oblivion Wing,The user absorbs its target’s HP. The user’s HP is restored by over half of the damage taken by the target.,6,3,80,10,100,0,10,3,349,,,,
614,thousand-arrows,Thousand Arrows,This move also hits opposing Pokémon that are in the air. Those Pokémon are knocked down to the ground.,6,5,90,10,100,0,11,2,373,100,,,
615,thousand-waves,Thousand Waves,The user attacks with a wave that crawls along the ground. Those hit can’t flee from battle.,6,5,90,10,100,0,11,2,374,,,,
616,lands-wrath,Land’s Wrath,The user gathers the energy of the land and focuses that power on opposing Pokémon to damage them.,6,5,90,10,100,0,11,2,1,,,,
617,light-of-ruin,Light of Ruin,Drawing power from the Eternal Flower the user fires a powerful beam of light. This also damages the user quite a lot.,6,18,140,5,90,0,10,3,270,,,,
618,origin-pulse,Origin Pulse,The user attacks opposing Pokémon with countless beams of light that glow a deep and brilliant blue.,6,11,110,10,85,0,11,3,1,,,,
619,precipice-blades,Precipice Blades,The user attacks opposing Pokémon by manifesting the power of the land in fearsome blades of stone.,6,5,120,10,85,0,11,2,1,,,,
620,dragon-ascent,Dragon Ascent,After soaring upward the user attacks its target by dropping out of the sky at high speeds. But it lowers its own Defense and Sp. Def stats in the process.,6,3,120,5,100,0,10,2,230,100,,,
621,hyperspace-fury,Hyperspace Fury,Using its many arms the user unleashes a barrage of attacks that ignore the effects of moves like Protect and Detect. But the user’s Defense stat falls.,6,17,100,5,,0,10,2,360,100,,,
622,breakneck-blitz--physical,Breakneck Blitz,The user builds up its momentum using its Z-Power and crashes into the target at full speed. The power varies depending on the original move.,7,1,,1,,0,10,2,1,,,,
623,breakneck-blitz--special,Breakneck Blitz,Dummy Data,7,1,,1,,0,10,3,1,,,,
624,all-out-pummeling--physical,All-Out Pummeling,The user rams an energy orb created by its Z-Power into the target with full force. The power varies depending on the original move.,7,2,,1,,0,10,2,1,,,,
625,all-out-pummeling--special,All-Out Pummeling,Dummy Data,7,2,,1,,0,10,3,1,,,,
626,supersonic-skystrike--physical,Supersonic Skystrike,The user soars up with its Z-Power and plummets toward the target at full speed. The power varies depending on the original move.,7,3,,1,,0,10,2,1,,,,
627,supersonic-skystrike--special,Supersonic Skystrike,Dummy Data,7,3,,1,,0,10,3,1,,,,
628,acid-downpour--physical,Acid Downpour,The user creates a poisonous swamp using its Z-Power and sinks the target into it at full force. The power varies depending on the original move.,7,4,,1,,0,10,2,1,,,,
629,acid-downpour--special,Acid Downpour,Dummy Data,7,4,,1,,0,10,3,1,,,,
630,tectonic-rage--physical,Tectonic Rage,The user burrows deep into the ground and slams into the target with the full force of its Z-Power. The power varies depending on the original move.,7,5,,1,,0,10,2,1,,,,
631,tectonic-rage--special,Tectonic Rage,Dummy Data,7,5,,1,,0,10,3,1,,,,
632,continental-crush--physical,Continental Crush,The user summons a huge rock mountain using its Z-Power and drops it onto the target with full force. The power varies depending on the original move.,7,6,,1,,0,10,2,1,,,,
633,continental-crush--special,Continental Crush,Dummy Data,7,6,,1,,0,10,3,1,,,,
634,savage-spin-out--physical,Savage Spin-Out,The user binds the target with full force with threads of silk that the user spits using its Z-Power. The power varies depending on the original move.,7,7,,1,,0,10,2,1,,,,
635,savage-spin-out--special,Savage Spin-Out,Dummy Data,7,7,,1,,0,10,3,1,,,,
636,never-ending-nightmare--physical,Never-Ending Nightmare,Deep-seated grudges summoned by the user’s Z-Power trap the target. The power varies depending on the original move.,7,8,,1,,0,10,2,1,,,,
637,never-ending-nightmare--special,Never-Ending Nightmare,Dummy Data,7,8,,1,,0,10,3,1,,,,
638,corkscrew-crash--physical,Corkscrew Crash,The user spins very fast and rams into the target with the full force of its Z-Power. The power varies depending on the original move.,7,9,,1,,0,10,2,1,,,,
639,corkscrew-crash--special,Corkscrew Crash,Dummy Data,7,9,,1,,0,10,3,1,,,,
640,inferno-overdrive--physical,Inferno Overdrive,The user breathes a stream of intense fire toward the target with the full force of its Z-Power. The power varies depending on the original move.,7,10,,1,,0,10,2,1,,,,
641,inferno-overdrive--special,Inferno Overdrive,Dummy Data,7,10,,1,,0,10,3,1,,,,
642,hydro-vortex--physical,Hydro Vortex,The user creates a huge whirling current using its Z-Power to swallow the target with full force. The power varies depending on the original move.,7,11,,1,,0,10,2,1,,,,
643,hydro-vortex--special,Hydro Vortex,Dummy Data,7,11,,1,,0,10,3,1,,,,
644,bloom-doom--physical,Bloom Doom,The user collects energy from plants using its Z-Power and attacks the target with full force. The power varies depending on the original move.,7,12,,1,,0,10,2,1,,,,
645,bloom-doom--special,Bloom Doom,Dummy Data,7,12,,1,,0,10,3,1,,,,
646,gigavolt-havoc--physical,Gigavolt Havoc,The user hits the target with a powerful electric current collected by its Z-Power. The power varies depending on the original move.,7,13,,1,,0,10,2,1,,,,
647,gigavolt-havoc--special,Gigavolt Havoc,Dummy Data,7,13,,1,,0,10,3,1,,,,
648,shattered-psyche--physical,Shattered Psyche,The user controls the target with its Z-Power and hurts the target with full force. The power varies depending on the original move.,7,14,,1,,0,10,2,1,,,,
649,shattered-psyche--special,Shattered Psyche,Dummy Data,7,14,,1,,0,10,3,1,,,,
650,subzero-slammer--physical,Subzero Slammer,The user dramatically drops the temperature using its Z-Power and freezes the target with full force. The power varies depending on the original move.,7,15,,1,,0,10,2,1,,,,
651,subzero-slammer--special,Subzero Slammer,Dummy Data,7,15,,1,,0,10,3,1,,,,
652,devastating-drake--physical,Devastating Drake,The user materializes its aura using its Z-Power and attacks the target with full force. The power varies depending on the original move.,7,16,,1,,0,10,2,1,,,,
653,devastating-drake--special,Devastating Drake,Dummy Data,7,16,,1,,0,10,3,1,,,,
654,black-hole-eclipse--physical,Black Hole Eclipse,The user gathers dark energy using its Z-Power and sucks the target into it. The power varies depending on the original move.,7,17,,1,,0,10,2,1,,,,
655,black-hole-eclipse--special,Black Hole Eclipse,Dummy Data,7,17,,1,,0,10,3,1,,,,
656,twinkle-tackle--physical,Twinkle Tackle,The user creates a very charming space using its Z-Power and totally toys with the target. The power varies depending on the original move.,7,18,,1,,0,10,2,1,,,,
657,twinkle-tackle--special,Twinkle Tackle,Dummy Data,7,18,,1,,0,10,3,1,,,,
658,catastropika,Catastropika,The user Pikachu surrounds itself with the maximum amount of electricity using its Z-Power and pounces on its target with full force.,7,13,210,1,,0,10,2,1,,,,
659,shore-up,Shore Up,The user regains up to half of its max HP. It restores more HP in a sandstorm.,7,5,,10,,0,7,1,382,,,,
660,first-impression,First Impression,Although this move has great power it only works the first turn the user is in battle.,7,7,90,10,100,2,10,2,383,,,,
661,baneful-bunker,Baneful Bunker,In addition to protecting the user from attacks this move also poisons any attacker that makes direct contact.,7,4,,10,,4,7,1,384,,,,
662,spirit-shackle,Spirit Shackle,The user attacks while simultaneously stitching the target’s shadow to the ground to prevent the target from escaping.,7,8,80,10,100,0,10,2,385,,,,
663,darkest-lariat,Darkest Lariat,The user swings both arms and hits the target. The target’s stat changes don’t affect this attack’s damage.,7,17,85,10,100,0,10,2,304,,,,
664,sparkling-aria,Sparkling Aria,The user bursts into song emitting many bubbles. Any Pokémon suffering from a burn will be healed by the touch of these bubbles.,7,11,90,10,100,0,9,3,386,,,,
665,ice-hammer,Ice Hammer,The user swings and hits with its strong heavy fist. It lowers the user’s Speed however.,7,15,100,10,90,0,10,2,219,100,,,
666,floral-healing,Floral Healing,The user restores the target’s HP by up to half of its max HP. It restores more HP when the terrain is grass.,7,18,,10,,0,10,1,387,,,,
667,high-horsepower,High Horsepower,The user fiercely attacks the target using its entire body.,7,5,95,10,95,0,10,2,1,,,,
668,strength-sap,Strength Sap,The user restores its HP by the same amount as the target’s Attack stat. It also lowers the target’s Attack stat.,7,12,,10,100,0,10,1,388,100,,,
669,solar-blade,Solar Blade,In this two-turn attack the user gathers light and fills a blade with the light’s energy attacking the target on the next turn.,7,12,125,10,100,0,10,2,152,,,,
670,leafage,Leafage,The user attacks by pelting the target with leaves.,7,12,40,40,100,0,10,2,1,,,,
671,spotlight,Spotlight,The user shines a spotlight on the target so that only the target will be attacked during the turn.,7,1,,15,,3,10,1,389,,,,
672,toxic-thread,Toxic Thread,The user shoots poisonous threads to poison the target and lower the target’s Speed stat.,7,4,,20,100,0,10,1,390,100,,,
673,laser-focus,Laser Focus,The user concentrates intensely. The attack on the next turn always results in a critical hit.,7,1,,30,,0,7,1,391,,,,
674,gear-up,Gear Up,The user engages its gears to raise the Attack and Sp. Atk stats of ally Pokémon with the Plus or Minus Ability.,7,9,,20,,0,13,1,392,,,,
675,throat-chop,Throat Chop,The user attacks the target’s throat and the resultant suffering prevents the target from using moves that emit sound for two turns.,7,17,80,15,100,0,10,2,393,100,,,
676,pollen-puff,Pollen Puff,The user attacks the enemy with a pollen puff that explodes. If the target is an ally it gives the ally a pollen puff that restores its HP instead.,7,7,90,15,100,0,10,3,394,,,,
677,anchor-shot,Anchor Shot,The user entangles the target with its anchor chain while attacking. The target becomes unable to flee.,7,9,80,20,100,0,10,2,385,,,,
678,psychic-terrain,Psychic Terrain,This protects Pokémon on the ground from priority moves and powers up Psychic-type moves for five turns.,7,14,,10,,0,12,1,395,,,,
679,lunge,Lunge,The user makes a lunge at the target attacking with full force. This also lowers the target’s Attack stat.,7,7,80,15,100,0,10,2,396,100,,,
680,fire-lash,Fire Lash,The user strikes the target with a burning lash. This also lowers the target’s Defense stat.,7,10,80,15,100,0,10,2,397,100,,,
681,power-trip,Power Trip,The user boasts its strength and attacks the target. The more the user’s stats are raised the greater the move’s power.,7,17,20,10,100,0,10,2,306,,,,
682,burn-up,Burn Up,To inflict massive damage the user burns itself out. After using this move the user will no longer be Fire type.,7,10,130,5,100,0,10,3,398,,,,
683,speed-swap,Speed Swap,The user exchanges Speed stats with the target.,7,14,,10,,0,10,1,399,,,,
684,smart-strike,Smart Strike,The user stabs the target with a sharp horn. This attack never misses.,7,9,70,10,,0,10,2,18,,,,
685,purify,Purify,The user heals the target’s status condition. If the move succeeds it also restores the user’s own HP.,7,4,,20,,0,10,1,400,,,,
686,revelation-dance,Revelation Dance,The user attacks the target by dancing very hard. The user’s type determines the type of this move.,7,1,90,15,100,0,10,3,401,,,,
687,core-enforcer,Core Enforcer,If the Pokémon the user has inflicted damage on have already used their moves this move eliminates the effect of the target’s Ability.,7,16,100,10,100,0,11,3,402,,,,
688,trop-kick,Trop Kick,The user lands an intense kick of tropical origins on the target. This also lowers the target’s Attack stat.,7,12,70,15,100,0,10,2,396,100,,,
689,instruct,Instruct,The user instructs the target to use the target’s last move again.,7,14,,15,,0,10,1,403,,,,
690,beak-blast,Beak Blast,The user first heats up its beak and then it attacks the target. Making direct contact with the Pokémon while it’s heating up its beak results in a burn.,7,3,100,15,100,-3,10,2,404,,,,
691,clanging-scales,Clanging Scales,The user rubs the scales on its entire body and makes a huge noise to attack the opposing Pokémon. The user’s Defense stat goes down after the attack.,7,16,110,5,100,0,11,3,405,100,,,
692,dragon-hammer,Dragon Hammer,The user uses its body like a hammer to attack the target and inflict damage.,7,16,90,15,100,0,10,2,1,,,,
693,brutal-swing,Brutal Swing,The user swings its body around violently to inflict damage on everything in its vicinity.,7,17,60,20,100,0,9,2,406,,,,
694,aurora-veil,Aurora Veil,This move reduces damage from physical and special moves for five turns. This can be used only in a hailstorm.,7,15,,20,,0,4,1,407,,,,
695,sinister-arrow-raid,Sinister Arrow Raid,The user Decidueye creates countless arrows using its Z-Power and shoots the target with full force.,7,8,180,1,,0,10,2,1,,,,
696,malicious-moonsault,Malicious Moonsault,The user Incineroar strengthens its body using its Z-Power and crashes into the target with full force.,7,17,180,1,,0,10,2,1,,,,
697,oceanic-operetta,Oceanic Operetta,The user Primarina summons a massive amount of  water using its Z-Power and attacks the target with  full force.,7,11,195,1,,0,10,3,1,,,,
698,guardian-of-alola,Guardian of Alola,The user the Land Spirit Pokémon obtains Alola’s energy using its Z-Power and attacks the target with full force. This reduces the target’s HP greatly.,7,18,,1,,0,10,3,413,,,,
699,soul-stealing-7-star-strike,Soul-Stealing 7-Star Strike,After obtaining Z-Power the user Marshadow punches and kicks the target consecutively with full force.,7,8,195,1,,0,10,2,1,,,,
700,stoked-sparksurfer,Stoked Sparksurfer,After obtaining Z-Power the user Alolan Raichu attacks the target with full force. This move leaves the target with paralysis.,7,13,175,1,,0,10,3,7,100,,,
701,pulverizing-pancake,Pulverizing Pancake,Z-Power brings out the true capabilities of the user Snorlax. The Pokémon moves its enormous body energetically and attacks the target with full force.,7,1,210,1,,0,10,2,1,,,,
702,extreme-evoboost,Extreme Evoboost,After obtaining Z-Power the user Eevee gets energy from its evolved friends and boosts its stats sharply.,7,1,,1,,0,7,1,414,100,,,
703,genesis-supernova,Genesis Supernova,After obtaining Z-Power the user Mew attacks the target with full force. The terrain will be charged with psychic energy.,7,14,185,1,,0,10,3,415,,,,
704,shell-trap,Shell Trap,The user sets a shell trap. If the user is hit by a physical move the trap will explode and inflict damage on the opposing Pokémon.,7,10,150,5,100,-3,11,3,408,,,,
705,fleur-cannon,Fleur Cannon,The user unleashes a strong beam. The attack’s recoil harshly lowers the user’s Sp. Atk stat.,7,18,130,5,90,0,10,3,205,100,,,
706,psychic-fangs,Psychic Fangs,The user bites the target with its psychic capabilities. This can also destroy Light Screen and Reflect.,7,14,85,10,100,0,10,2,187,,,,
707,stomping-tantrum,Stomping Tantrum,Driven by frustration the user attacks the target. If the user’s previous move has failed the power of this move doubles.,7,5,75,10,100,0,10,2,409,,,,
708,shadow-bone,Shadow Bone,The user attacks by beating the target with a bone that contains a spirit. This may also lower the target’s Defense stat.,7,8,85,10,100,0,10,2,70,20,,,
709,accelerock,Accelerock,The user smashes into the target at high speed. This move always goes first.,7,6,40,20,100,1,10,2,104,,,,
710,liquidation,Liquidation,The user slams into the target using a full-force blast of water. This may also lower the target’s Defense stat.,7,11,85,10,100,0,10,2,70,20,,,
711,prismatic-laser,Prismatic Laser,The user shoots powerful lasers using the power of a prism. The user can’t move on the next turn.,7,14,160,10,100,0,10,3,81,,,,
712,spectral-thief,Spectral Thief,The user hides in the target’s shadow steals the target’s stat boosts and then attacks.,7,8,90,10,100,0,10,2,410,,,,
713,sunsteel-strike,Sunsteel Strike,The user slams into the target with the force of a meteor. This move can be used on the target  regardless of its Abilities.,7,9,100,5,100,0,10,2,411,,,,
714,moongeist-beam,Moongeist Beam,The user emits a sinister ray to attack the target. This move can be used on the target regardless of  its Abilities.,7,8,100,5,100,0,10,3,411,,,,
715,tearful-look,Tearful Look,The user gets teary eyed to make the target lose its combative spirit. This lowers the target’s Attack and Sp. Atk stats.,7,1,,20,,0,10,1,412,100,,,
716,zing-zap,Zing Zap,A strong electric blast crashes down on the target giving it an electric shock. This may also make the target flinch.,7,13,80,10,100,0,10,2,32,30,,,
717,natures-madness,Nature’s Madness,The user hits the target with the force of nature. It halves the target’s HP.,7,18,,10,90,0,10,3,41,,,,
718,multi-attack,Multi-Attack,Cloaking itself in high energy the user slams into the target. The memory held determines the move’s type.,7,1,120,10,100,0,10,2,269,,,,
719,10-000-000-volt-thunderbolt,"10,000,000 Volt Thunderbolt",The user Pikachu wearing a cap powers up a jolt of electricity using its Z-Power and unleashes it. Critical hits land more easily.,7,13,195,1,,0,10,3,1,,,,
720,mind-blown,Mind Blown,The user attacks everything around it by causing its own head to explode. This also damages the user.,7,10,150,5,100,0,9,3,420,,,,
721,plasma-fists,Plasma Fists,The user attacks with electrically charged fists. This move changes Normal-type moves to Electric-type moves.,7,13,100,15,100,0,10,2,1,,,,
722,photon-geyser,Photon Geyser,The user attacks a target with a pillar of light. This move inflicts Attack or Sp. Atk damage—whichever stat is higher for the user.,7,14,100,5,100,0,10,3,1,,,,
723,light-that-burns-the-sky,Light That Burns the Sky,This attack inflicts Attack or Sp. Atk damage— whichever stat is higher for the user Necrozma.  This move ignores the target’s Ability.,7,14,200,1,,0,10,3,416,,,,
724,searing-sunraze-smash,Searing Sunraze Smash,After obtaining Z-Power the user Solgaleo attacks the target with full force. This move can ignore the effect of the target’s Ability.,7,9,200,1,,0,10,2,411,,,,
725,menacing-moonraze-maelstrom,Menacing Moonraze Maelstrom,After obtaining Z-Power the user Lunala attacks the target with full force. This move can ignore the effect of the target’s Ability.,7,8,200,1,,0,10,3,411,,,,
726,lets-snuggle-forever,Let’s Snuggle Forever,After obtaining Z-Power the user Mimikyu punches the target with full force.,7,18,190,1,,0,10,2,417,,,,
727,splintered-stormshards,Splintered Stormshards,After obtaining Z-Power the user Lycanroc attacks the target with full force. This move negates the effect on the battlefield.,7,6,190,1,,0,10,2,418,,,,
728,clangorous-soulblaze,Clangorous Soulblaze,After obtaining Z-Power the user Kommo-o attacks the opposing Pokémon with full force. This move boosts the user’s stats.,7,16,185,1,,0,11,3,419,100,,,
729,zippy-zap,Zippy Zap,,7,13,80,10,100,2,10,2,1,100,,,
730,splishy-splash,Splishy Splash,,7,11,90,15,100,0,11,3,1,30,,,
731,floaty-fall,Floaty Fall,,7,3,90,15,95,0,10,2,1,30,,,
732,pika-papow,Pika Papow,,7,13,,20,,0,10,3,1,,,,
733,bouncy-bubble,Bouncy Bubble,,7,11,60,20,100,0,10,3,1,,,,
734,buzzy-buzz,Buzzy Buzz,,7,13,60,20,100,0,10,3,1,100,,,
735,sizzly-slide,Sizzly Slide,,7,10,60,20,100,0,10,2,1,100,,,
736,glitzy-glow,Glitzy Glow,,7,14,80,15,95,0,10,3,1,,,,
737,baddy-bad,Baddy Bad,,7,17,80,15,95,0,10,3,1,,,,
738,sappy-seed,Sappy Seed,,7,12,100,10,90,0,10,2,1,100,,,
739,freezy-frost,Freezy Frost,,7,15,100,10,90,0,10,3,1,,,,
740,sparkly-swirl,Sparkly Swirl,,7,18,120,5,85,0,10,3,1,,,,
741,veevee-volley,Veevee Volley,,7,1,,20,,0,10,2,1,,,,
742,double-iron-bash,Double Iron Bash,,7,9,60,5,100,0,10,2,45,30,,,
743,max-guard,Max Guard,,8,1,,10,,4,7,1,112,,,,
744,dynamax-cannon,Dynamax Cannon,,8,16,100,5,100,0,10,3,421,,,,
745,snipe-shot,Snipe Shot,,8,11,80,15,100,0,10,3,422,,,,
746,jaw-lock,Jaw Lock,,8,17,80,10,100,0,10,2,423,,,,
747,stuff-cheeks,Stuff Cheeks,,8,1,,10,,0,7,1,424,100,,,
748,no-retreat,No Retreat,,8,2,,5,,0,7,1,425,100,,,
749,tar-shot,Tar Shot,,8,6,,15,100,0,10,1,426,100,,,
750,magic-powder,Magic Powder,,8,14,,20,100,0,10,1,427,,,,
751,dragon-darts,Dragon Darts,,8,16,50,10,100,0,10,2,428,,,,
752,teatime,Teatime,,8,1,,10,,0,14,1,429,,,,
753,octolock,Octolock,,8,2,,15,100,0,10,1,430,,,,
754,bolt-beak,Bolt Beak,,8,13,85,10,100,0,10,2,431,,,,
755,fishious-rend,Fishious Rend,,8,11,85,10,100,0,10,2,431,,,,
756,court-change,Court Change,,8,1,,10,100,0,12,1,432,,,,
757,max-flare,Max Flare,,8,10,100,10,,0,2,2,1,,,,
758,max-flutterby,Max Flutterby,,8,7,10,10,,0,2,2,1,,,,
759,max-lightning,Max Lightning,,8,13,10,10,,0,2,2,1,,,,
760,max-strike,Max Strike,,8,1,10,10,,0,2,2,1,,,,
761,max-knuckle,Max Knuckle,,8,2,10,10,,0,2,2,1,,,,
762,max-phantasm,Max Phantasm,,8,8,10,10,,0,2,2,1,,,,
763,max-hailstorm,Max Hailstorm,,8,15,10,10,,0,2,2,1,,,,
764,max-ooze,Max Ooze,,8,4,10,10,,0,2,2,1,,,,
765,max-geyser,Max Geyser,,8,11,10,10,,0,2,2,1,,,,
766,max-airstream,Max Airstream,,8,3,10,10,,0,2,2,1,,,,
767,max-starfall,Max Starfall,,8,18,10,10,,0,2,2,1,,,,
768,max-wyrmwind,Max Wyrmwind,,8,16,10,10,,0,2,2,1,,,,
769,max-mindstorm,Max Mindstorm,,8,14,10,10,,0,2,2,1,,,,
770,max-rockfall,Max Rockfall,,8,6,10,10,,0,2,2,1,,,,
771,max-quake,Max Quake,,8,5,10,10,,0,2,2,1,,,,
772,max-darkness,Max Darkness,,8,17,10,10,,0,2,2,1,,,,
773,max-overgrowth,Max Overgrowth,,8,12,10,10,,0,2,2,1,,,,
774,max-steelspike,Max Steelspike,,8,9,10,10,,0,2,2,1,,,,
775,clangorous-soul,Clangorous Soul,,8,16,,5,100,0,7,1,433,100,,,
776,body-press,Body Press,,8,2,80,10,100,0,10,2,434,,,,
777,decorate,Decorate,,8,18,,15,,0,10,1,435,100,,,
778,drum-beating,Drum Beating,,8,12,80,10,100,0,10,2,71,100,,,
779,snap-trap,Snap Trap,,8,12,35,15,100,0,10,2,43,100,,,
780,pyro-ball,Pyro Ball,,8,10,120,5,90,0,10,2,5,10,,,
781,behemoth-blade,Behemoth Blade,,8,9,100,5,100,0,10,2,436,,,,
782,behemoth-bash,Behemoth Bash,,8,9,100,5,100,0,10,2,436,,,,
783,aura-wheel,Aura Wheel,,8,13,110,10,100,0,10,2,437,100,,,
784,breaking-swipe,Breaking Swipe,,8,16,60,15,100,0,11,2,396,100,,,
785,branch-poke,Branch Poke,,8,12,40,40,100,0,10,2,1,,,,
786,overdrive,Overdrive,,8,13,80,10,100,0,11,3,439,,,,
787,apple-acid,Apple Acid,,8,12,80,10,100,0,10,3,440,100,,,
788,grav-apple,Grav Apple,,8,12,80,10,100,0,10,2,397,100,,,
789,spirit-break,Spirit Break,,8,18,75,15,100,0,10,2,72,100,,,
790,strange-steam,Strange Steam,,8,18,90,10,95,0,10,3,77,20,,,
791,life-dew,Life Dew,,8,11,,10,,0,13,1,441,,,,
792,obstruct,Obstruct,,8,17,,10,100,4,7,1,442,,,,
793,false-surrender,False Surrender,,8,17,80,10,,0,10,2,18,,,,
794,meteor-assault,Meteor Assault,,8,2,150,5,100,0,10,2,81,,,,
795,eternabeam,Eternabeam,,8,16,160,5,90,0,10,3,81,,,,
796,steel-beam,Steel Beam,,8,9,140,5,95,0,10,3,420,,,,
797,expanding-force,Expanding Force,,8,14,80,10,100,0,10,3,1,,,,
798,steel-roller,Steel Roller,,8,9,130,5,100,0,10,2,1,,,,
799,scale-shot,Scale Shot,,8,16,25,20,90,0,10,2,1,,,,
800,meteor-beam,Meteor Beam,,8,6,120,10,90,0,10,3,1,100,,,
801,shell-side-arm,Shell Side Arm,,8,4,90,10,100,0,10,3,1,20,,,
802,misty-explosion,Misty Explosion,,8,18,100,5,100,0,9,3,1,,,,
803,grassy-glide,Grassy Glide,,8,12,70,20,100,0,10,2,1,,,,
804,rising-voltage,Rising Voltage,,8,13,70,20,100,0,10,3,1,,,,
805,terrain-pulse,Terrain Pulse,,8,1,50,10,100,0,10,3,1,,,,
806,skitter-smack,Skitter Smack,,8,7,70,10,90,0,10,2,1,100,,,
807,burning-jealousy,Burning Jealousy,,8,10,70,5,100,0,11,3,1,100,,,
808,lash-out,Lash Out,,8,17,75,5,100,0,10,2,1,,,,
809,poltergeist,Poltergeist,,8,8,110,5,90,0,10,2,1,,,,
810,corrosive-gas,Corrosive Gas,,8,4,,40,100,0,9,1,1,,,,
811,coaching,Coaching,,8,2,,10,,0,13,1,1,100,,,
812,flip-turn,Flip Turn,,8,11,60,20,100,0,10,2,1,,,,
813,triple-axel,Triple Axel,,8,15,20,10,90,0,10,2,1,,,,
814,dual-wingbeat,Dual Wingbeat,,8,3,40,10,90,0,10,2,1,,,,
815,scorching-sands,Scorching Sands,,8,5,70,10,100,0,10,3,1,30,,,
816,jungle-healing,Jungle Healing,,8,12,,10,,0,13,1,1,,,,
817,wicked-blow,Wicked Blow,,8,17,80,5,100,0,10,2,1,,,,
818,surging-strikes,Surging Strikes,,8,11,25,5,100,0,10,2,1,,,,
819,thunder-cage,Thunder Cage,,8,13,80,15,90,0,10,3,1,100,,,
820,dragon-energy,Dragon Energy,,8,16,150,5,100,0,11,3,1,,,,
821,freezing-glare,Freezing Glare,,8,14,90,10,100,0,10,3,1,10,,,
822,fiery-wrath,Fiery Wrath,,8,17,90,10,100,0,11,3,1,20,,,
823,thunderous-kick,Thunderous Kick,,8,2,90,10,100,0,10,2,1,100,,,
824,glacial-lance,Glacial Lance,,8,15,130,5,100,0,11,2,1,,,,
825,astral-barrage,Astral Barrage,,8,8,120,5,100,0,11,3,1,,,,
826,eerie-spell,Eerie Spell,,8,14,80,5,100,0,10,3,1,,,,
10001,shadow-rush,Shadow Rush,,3,10002,55,,100,0,10,2,10001,,,,
10002,shadow-blast,Shadow Blast,,3,10002,80,,100,0,10,2,44,,,,
10003,shadow-blitz,Shadow Blitz,,3,10002,40,,100,0,10,2,1,,,,
10004,shadow-bolt,Shadow Bolt,,3,10002,75,,100,0,10,3,7,10,,,
10005,shadow-break,Shadow Break,,3,10002,75,,100,0,10,2,1,,,,
10006,shadow-chill,Shadow Chill,,3,10002,75,,100,0,10,3,6,10,,,
10007,shadow-end,Shadow End,,3,10002,120,,60,0,10,2,10002,,,,
10008,shadow-fire,Shadow Fire,,3,10002,75,,100,0,10,3,5,10,,,
10009,shadow-rave,Shadow Rave,,3,10002,70,,100,0,6,3,1,,,,
10010,shadow-storm,Shadow Storm,,3,10002,95,,100,0,6,3,1,,,,
10011,shadow-wave,Shadow Wave,,3,10002,50,,100,0,6,3,1,,,,
10012,shadow-down,Shadow Down,,3,10002,,,100,0,6,1,60,,,,
10013,shadow-half,Shadow Half,,3,10002,,,100,0,12,3,10003,,,,
10014,shadow-hold,Shadow Hold,,3,10002,,,,0,6,1,107,,,,
10015,shadow-mist,Shadow Mist,,3,10002,,,100,0,6,1,10004,,,,
10016,shadow-panic,Shadow Panic,,3,10002,,,90,0,6,1,50,,,,
10017,shadow-shed,Shadow Shed,,3,10002,,,,0,12,1,10005,,,,
10018,shadow-sky,Shadow Sky,,3,10002,,,,0,12,1,10006,,,,
